criterion,n,pearson_r,mean_abs_diff,exact_match_pct,within_1pt_pct
ambition,26,0.8868097925759786,2.076923076923077,30.76923076923077,34.61538461538461
specificity,26,0.9161259570120972,1.0,50.0,65.38461538461539
time_horizon,26,0.9699974059077682,0.6153846153846154,65.38461538461539,73.07692307692307
mechanism_clarity,26,0.6169021910777136,1.4230769230769231,34.61538461538461,46.15384615384615
verification_governance,25,0.8185596445619588,0.84,48.0,68.0
