cems_facility_id,year,co2_cems_metric,gross_load_mwh,heat_input_mmbtu,n_units
7910,2017,52580.63129448,95569.60999999999,975323.636,2
7910,2018,70382.64097141499,128176.63,1305482.204,2
7910,2019,44549.31886074001,81693.18,826352.6399999999,2
7910,2020,60551.47168330499,111091.91,1123142.414,2
7910,2021,45871.507432394996,83674.31,850859.467,2
7910,2022,68437.66082541,122807.69,1269362.491,2
7910,2023,31804.588867380004,58593.18,589929.0689999999,2
7910,2024,59658.2818263,109400.87,1106596.879,2
7912,2011,36495.915565065,70836.16,676951.891,1
7912,2012,37531.398296505,75379.23,696150.206,1
7912,2013,42525.87900564,81337.66,788752.711,1
7912,2014,21975.488868255,44900.61,407609.072,1
7912,2015,31185.353458229998,61212.98,578419.914,1
7912,2016,28211.38874694,55207.82,523263.319,1
7912,2017,26698.71581928,51874.51,495225.702,1
7912,2018,32551.883418315,62062.76,603812.692,1
7912,2019,29202.24341949,55602.77,541649.263,1
7912,2020,46954.131125175,86154.81,870958.567,1
7912,2021,36000.211537364994,67437.02,667723.485,1
7912,2022,39148.513618845,72985.11,726157.871,1
7912,2023,20778.18156933,38967.29,385382.236,1
7912,2024,22108.545692205,41058.55,410083.018,1
7913,2011,17778.148897065003,32770.43,329773.808,2
7913,2012,31793.57019837,58836.8,589759.785,2
7913,2013,26334.945520499998,49047.8,488471.495,2
7913,2014,26236.364448105,48537.21,486636.61699999997,2
7913,2015,26660.18222922,48706.84,494505.426,2
7913,2016,24357.69771123,44157.29,451808.18000000005,2
7913,2017,16853.147690850004,30631.89,312626.49199999997,2
7913,2018,23360.952686475,42783.18,433301.31,2
7913,2019,16941.203602875,30448.62,314242.772,2
7913,2020,36340.585534995,65321.63,674065.1440000001,2
7913,2021,43319.420940690004,77124.66,803587.0970000001,2
7913,2022,66798.83112291,118978.63,1239034.4079999998,2
7913,2023,60546.26171985001,108070.81,1123114.9479999999,2
7913,2024,61292.246295645,114078.58,1136898.3260000001,2
7914,2011,18085.40973501,32875.53,335479.50800000003,2
7914,2012,28091.786383725004,51100.59,521054.15300000005,2
7914,2013,24147.458494665,44089.2,447890.18500000006,2
7914,2014,31094.8363533,56943.16,576749.63,2
7914,2015,25687.811451045,46779.06,476447.451,2
7914,2016,27000.268649204998,48808.33,500826.0,2
7914,2017,13790.379547094999,24961.32,255800.84600000002,2
7914,2018,24224.017651185,44611.79,449286.144,2
7914,2019,16926.311253915,30882.83,313973.919,2
7914,2020,33043.94056231501,61308.61,612916.188,2
7914,2021,41574.850661775,76543.69,771139.95,2
7914,2022,67593.54151224,125135.46,1253754.155,2
7914,2023,53647.303953405004,100567.97,995066.7209999999,2
7914,2024,63609.45896211,118868.38,1179898.6239999998,2
7915,2011,45290.244972975,88478.33,840080.244,1
7915,2012,26702.868005025,51912.34,495296.828,1
7915,2013,26429.651098575,53369.69,490244.953,1
7915,2014,20716.902129765,42154.98,384262.576,1
7915,2015,18469.073693655002,37579.02,342582.908,1
7915,2016,26332.764647760003,49612.43,488432.611,1
7915,2017,22415.338422689998,41292.43,415751.289,1
7915,2018,30990.570859695003,56771.31,574802.141,1
7915,2019,18396.058001745,33613.53,341197.426,1
7915,2020,28042.386531735003,51542.85,520139.494,1
7915,2021,20304.81969381,37467.77,376628.12,1
7915,2022,41400.504219735,76113.77,767899.349,1
7915,2023,18693.17288265,34991.52,346737.051,1
7915,2024,38554.421749155,72638.9,715112.124,1
7916,2011,202481.174561625,315691.5,3755443.625,6
7916,2012,241678.736951865,381367.12,4480988.604,6
7916,2013,81237.6365709,126687.05,1505525.081,6
7916,2014,144783.79034934,224021.37,2674824.3880000003,6
7916,2015,241569.007483005,375821.25,4469453.101,6
7916,2016,441363.757783755,686139.41,8186251.911,6
7916,2017,204707.535371895,318719.93,3796846.144,6
7916,2018,323156.05996443,494063.06,5934443.722,6
7916,2019,323935.14499932,502137.27,6007112.255,6
7916,2020,303246.77474499,473624.74,5623401.582,6
7916,2021,186148.18407015,288663.43,3445105.223,6
7916,2022,392156.45671719004,608023.7,7270528.362,6
7916,2023,332773.3476882,524114.19,6168299.248,6
7916,2024,301436.428110465,496626.48,5591129.35,6
7917,2011,735842.179456125,1319864.75,13648738.875,2
7917,2012,970900.18593075,1855580.0,18008737.7,2
7917,2013,1059013.06917375,2862739.25,19643107.8,2
7917,2014,1173101.403201375,3135523.75,21759342.65,2
7917,2015,1094722.9098435,2900217.75,20305449.775,2
7917,2016,1155573.2509035,3102303.5,21434158.275,2
7917,2017,1290155.755906875,3467579.25,23930508.425,2
7917,2018,1027407.4922013751,2750075.75,19056976.4,2
7917,2019,1259422.686787875,3412132.0,23360472.675,2
7917,2020,1275195.21475761,3460893.36,23652938.358,2
7917,2021,1199010.58049301,3249345.1,22239790.458,2
7917,2022,966149.27260071,2630889.6,17920683.791,2
7917,2023,1309365.369251955,3611215.6399999997,24286797.742,2
7917,2024,1091778.692635545,2991098.46,20250869.614,2
7925,2011,68851.305433935,104480.22,1276539.318,6
7925,2012,100395.78258937501,153248.77,1861669.249,6
7925,2013,83362.41080487,126879.32,1545692.084,6
7925,2014,23941.7733468,34730.75,442901.2,6
7925,2015,57230.053302645,82915.02,1061043.341,6
7925,2016,127951.96150599001,187899.56,2371593.628,6
7925,2017,51531.358443855,71668.66,955668.969,6
7925,2018,102700.79361759,142179.83000000002,1904798.025,6
7925,2019,45738.637488555,59004.5,844198.196,6
7925,2020,29902.43964678,40673.34,552603.137,6
7925,2021,91853.480060685,119255.73000000001,1700860.846,6
7925,2022,51682.19881536,66308.72,956278.7150000001,6
7925,2023,61941.696408405005,78033.53,1148275.161,6
7925,2024,51333.145778835,63261.12,952168.368,6
7928,2011,5601.14344137,8052.14,103900.795,1
7928,2012,7908.749018685,11354.99,146686.445,1
7928,2013,521.6077881900001,763.78,9675.937,1
7928,2014,9257.333952285,12765.72,171709.731,1
7928,2015,2869.350858645,4126.46,53226.112,1
7928,2016,1051.8764715749999,1800.04,19510.823,1
7928,2017,659.14973478,920.78,12227.089,1
7928,2018,9430.350461115,16457.25,174920.967,1
7928,2019,15970.054802895002,26779.33,296226.744,1
7928,2020,12610.074709440001,21420.21,233907.614,1
7928,2021,23472.46114512,38429.41,435378.704,1
7928,2022,28344.10084059,47509.57,525735.858,1
7928,2023,26296.530771675003,44044.71,487771.158,1
7928,2024,35058.163417815005,58099.47,650280.564,1
7929,2011,30413.857933050003,45456.55,564138.223,4
7929,2012,41281.3989939,62615.08,765741.177,4
7929,2013,16781.06095638,25333.71,311241.08400000003,4
7929,2014,23550.393779730002,36172.07,436822.101,4
7929,2015,24358.936018755,36550.82,451806.496,4
7929,2016,9065.772767684999,13772.27,168150.388,4
7929,2017,7474.082212155001,11371.43,138632.25400000002,4
7929,2018,30568.392361874998,46054.82,567012.104,4
7929,2019,87429.96435403501,135367.84,1621680.7149999999,4
7929,2020,54491.228221800004,82897.58,1010724.897,4
7929,2021,37638.427982805006,57191.34,698137.676,4
7929,2022,117774.364574745,181554.11,2184489.889,4
7929,2023,168034.16625616502,261893.90000000002,3116765.222,4
7929,2024,310733.577505215,499371.38,5763650.923,4
7946,2011,503753.77685449505,881845.6799999999,9343833.952,2
