parent_name,year,facilities,attributed_co2e,n_reporting
SALT RIVER PROJECT AGRICULTURAL IMPROVEMENT & POWER DISTRICT,2011,12,16260915.4001292,12
SALT RIVER PROJECT AGRICULTURAL IMPROVEMENT & POWER DISTRICT,2012,12,17172105.4990074,12
SALT RIVER PROJECT AGRICULTURAL IMPROVEMENT & POWER DISTRICT,2013,12,17321387.5937722,12
SALT RIVER PROJECT AGRICULTURAL IMPROVEMENT & POWER DISTRICT,2014,12,16387515.486947201,12
SALT RIVER PROJECT AGRICULTURAL IMPROVEMENT & POWER DISTRICT,2015,12,16913580.7439554,12
SALT RIVER PROJECT AGRICULTURAL IMPROVEMENT & POWER DISTRICT,2016,12,15691370.7242162,12
SALT RIVER PROJECT AGRICULTURAL IMPROVEMENT & POWER DISTRICT,2017,12,13992294.4948278,12
SALT RIVER PROJECT AGRICULTURAL IMPROVEMENT & POWER DISTRICT,2018,12,15677809.4190842,12
SALT RIVER PROJECT AGRICULTURAL IMPROVEMENT & POWER DISTRICT,2019,12,15207669.9909222,12
SALT RIVER PROJECT AGRICULTURAL IMPROVEMENT & POWER DISTRICT,2020,12,16070629.9112388,12
SALT RIVER PROJECT AGRICULTURAL IMPROVEMENT & POWER DISTRICT,2021,12,16058920.1862698,12
SALT RIVER PROJECT AGRICULTURAL IMPROVEMENT & POWER DISTRICT,2022,12,15178086.3885276,12
SALT RIVER PROJECT AGRICULTURAL IMPROVEMENT & POWER DISTRICT,2023,12,15877678.105612,12
SEMINOLE ELECTRIC COOPERATIVE INC,2011,2,9049480.8,2
SEMINOLE ELECTRIC COOPERATIVE INC,2012,2,8110800.223999999,2
SEMINOLE ELECTRIC COOPERATIVE INC,2013,2,8199782.4120000005,2
SEMINOLE ELECTRIC COOPERATIVE INC,2014,2,8227907.092,2
SEMINOLE ELECTRIC COOPERATIVE INC,2015,2,8112593.164,2
SEMINOLE ELECTRIC COOPERATIVE INC,2016,2,8376308.242,2
SEMINOLE ELECTRIC COOPERATIVE INC,2017,2,8625367.508,2
SEMINOLE ELECTRIC COOPERATIVE INC,2018,2,8965488.496000001,2
SEMINOLE ELECTRIC COOPERATIVE INC,2019,2,8253451.692,2
SEMINOLE ELECTRIC COOPERATIVE INC,2020,2,8125972.57,2
SEMINOLE ELECTRIC COOPERATIVE INC,2021,2,7795400.296,2
SEMINOLE ELECTRIC COOPERATIVE INC,2022,2,7331869.3719999995,2
SEMINOLE ELECTRIC COOPERATIVE INC,2023,2,6972461.42,2
SOUTH CAROLINA PUBLIC SERVICE AUTHORITY,2011,4,21200034.256,4
SOUTH CAROLINA PUBLIC SERVICE AUTHORITY,2012,4,18092968.36,4
SOUTH CAROLINA PUBLIC SERVICE AUTHORITY,2013,4,15875254.77,4
SOUTH CAROLINA PUBLIC SERVICE AUTHORITY,2014,4,18560314.244,4
SOUTH CAROLINA PUBLIC SERVICE AUTHORITY,2015,4,16606207.619,4
SOUTH CAROLINA PUBLIC SERVICE AUTHORITY,2016,4,15348411.719,4
SOUTH CAROLINA PUBLIC SERVICE AUTHORITY,2017,4,12824594.552000001,4
SOUTH CAROLINA PUBLIC SERVICE AUTHORITY,2018,4,14029761.459,4
SOUTH CAROLINA PUBLIC SERVICE AUTHORITY,2019,4,12171181.711,4
SOUTH CAROLINA PUBLIC SERVICE AUTHORITY,2020,4,11692024.705,4
SOUTH CAROLINA PUBLIC SERVICE AUTHORITY,2021,4,13462963.43,4
SOUTH CAROLINA PUBLIC SERVICE AUTHORITY,2022,4,13081803.827,4
SOUTH CAROLINA PUBLIC SERVICE AUTHORITY,2023,4,14096572.935999999,4
TALEN ENERGY CORP,2011,13,34884552.716372,13
TALEN ENERGY CORP,2012,13,30489113.0941884,13
TALEN ENERGY CORP,2013,13,30496912.9098496,13
TALEN ENERGY CORP,2014,13,29825912.088638,13
TALEN ENERGY CORP,2015,13,30470023.3737604,13
TALEN ENERGY CORP,2016,13,25657781.365748398,13
TALEN ENERGY CORP,2017,13,19799850.6450364,13
TALEN ENERGY CORP,2018,13,20811845.060256,13
TALEN ENERGY CORP,2019,13,15919811.4058832,13
TALEN ENERGY CORP,2020,13,9500825.5429128,13
TALEN ENERGY CORP,2021,13,14248550.8884736,13
TALEN ENERGY CORP,2022,13,14035054.0366464,13
TALEN ENERGY CORP,2023,13,10478774.8311292,13
TECO ENERGY INC,2011,3,14584126.156000001,3
TECO ENERGY INC,2012,3,14562938.18,3
TECO ENERGY INC,2013,3,14308571.504,3
TECO ENERGY INC,2014,3,14801463.178064799,3
TECO ENERGY INC,2015,3,13941953.176010981,3
TECO ENERGY INC,2016,3,12439241.959886665,3
TECO ENERGY INC,2017,3,12069017.022932146,3
TECO ENERGY INC,2018,3,10780899.459745672,3
TECO ENERGY INC,2019,3,8457020.19,3
TECO ENERGY INC,2020,3,8012135.034,3
TECO ENERGY INC,2021,3,8120121.882,3
TECO ENERGY INC,2022,3,8032192.772,3
TECO ENERGY INC,2023,3,7516202.62,3
THE SOUTHERN CO,2011,26,93837896.8742696,23
THE SOUTHERN CO,2012,26,87750164.2681352,25
THE SOUTHERN CO,2013,26,91754525.9129048,25
THE SOUTHERN CO,2014,26,95742277.4467616,26
THE SOUTHERN CO,2015,26,90728630.5555816,26
THE SOUTHERN CO,2016,26,88804779.744012,26
THE SOUTHERN CO,2017,26,86715045.2777648,26
THE SOUTHERN CO,2018,26,86623891.6700392,26
THE SOUTHERN CO,2019,26,85792325.994328,26
THE SOUTHERN CO,2020,26,74780288.211252,26
THE SOUTHERN CO,2021,26,80546458.0109888,26
THE SOUTHERN CO,2022,26,82308872.3118712,26
THE SOUTHERN CO,2023,26,75861755.6183456,26
TRI-STATE GENERATION & TRANSMISSION ASSOC INC,2011,7,11184528.605817,7
TRI-STATE GENERATION & TRANSMISSION ASSOC INC,2012,7,10735585.811627598,7
TRI-STATE GENERATION & TRANSMISSION ASSOC INC,2013,7,10639432.836034,7
TRI-STATE GENERATION & TRANSMISSION ASSOC INC,2014,7,10476056.7256088,7
TRI-STATE GENERATION & TRANSMISSION ASSOC INC,2015,7,10161552.975423,7
TRI-STATE GENERATION & TRANSMISSION ASSOC INC,2016,7,9809824.0687496,7
TRI-STATE GENERATION & TRANSMISSION ASSOC INC,2017,7,9370080.829508599,6
TRI-STATE GENERATION & TRANSMISSION ASSOC INC,2018,7,9865386.7244896,7
TRI-STATE GENERATION & TRANSMISSION ASSOC INC,2019,7,9601351.2080654,7
TRI-STATE GENERATION & TRANSMISSION ASSOC INC,2020,7,8890163.6036178,7
TRI-STATE GENERATION & TRANSMISSION ASSOC INC,2021,7,9227384.60818,7
TRI-STATE GENERATION & TRANSMISSION ASSOC INC,2022,7,9541587.4046466,7
TRI-STATE GENERATION & TRANSMISSION ASSOC INC,2023,7,8262405.5084358,7
UNS ENERGY CORP,2011,7,7993697.37823512,7
UNS ENERGY CORP,2012,7,7631510.6984789595,7
UNS ENERGY CORP,2013,7,8551557.77943552,7
UNS ENERGY CORP,2014,7,7473504.79063972,7
UNS ENERGY CORP,2015,7,7850782.3569046,7
UNS ENERGY CORP,2016,7,7277192.40532692,7
UNS ENERGY CORP,2017,7,6137793.372921919,7
UNS ENERGY CORP,2018,7,8586648.99838892,7
UNS ENERGY CORP,2019,7,7852032.49036824,7
UNS ENERGY CORP,2020,7,8076811.206159839,7
UNS ENERGY CORP,2021,7,7745804.799295479,7
UNS ENERGY CORP,2022,7,7486713.35105568,7
UNS ENERGY CORP,2023,7,7295955.4629595205,7
US GOVERNMENT,2011,19,70410454.802,19
US GOVERNMENT,2012,19,70677183.412,19
US GOVERNMENT,2013,19,61883668.452,19
US GOVERNMENT,2014,19,66653075.244,19
US GOVERNMENT,2015,19,62253114.463,19
US GOVERNMENT,2016,19,62148525.462,19
US GOVERNMENT,2017,19,51406098.041,19
US GOVERNMENT,2018,19,47816574.676,19
US GOVERNMENT,2019,19,43450295.738,19
US GOVERNMENT,2020,19,34455725.935,19
US GOVERNMENT,2021,19,40377183.251,19
US GOVERNMENT,2022,19,41008045.285000004,19
US GOVERNMENT,2023,19,38026818.263,19
Vistra Corp,2011,36,96249922.612,36
Vistra Corp,2012,36,98587459.52,36
Vistra Corp,2013,36,98200849.638,36
Vistra Corp,2014,36,98253188.678,36
Vistra Corp,2015,36,93825831.718,36
Vistra Corp,2016,36,88115753.244,36
Vistra Corp,2017,36,85344261.014,36
Vistra Corp,2018,36,89194275.296,36
Vistra Corp,2019,36,86686327.532,36
Vistra Corp,2020,36,82449112.166,36
Vistra Corp,2021,36,87016745.628,36
Vistra Corp,2022,36,85764086.414,36
Vistra Corp,2023,36,85937204.172,36
WEC Energy Group Inc,2011,13,17639883.47392,12
WEC Energy Group Inc,2012,13,14239688.58168,12
WEC Energy Group Inc,2013,13,16153304.54552,13
WEC Energy Group Inc,2014,13,17491050.83288,13
WEC Energy Group Inc,2015,13,18861954.1452,13
WEC Energy Group Inc,2016,13,17684660.72104,13
WEC Energy Group Inc,2017,13,18886592.348640002,12
WEC Energy Group Inc,2018,13,19975852.136239998,13
WEC Energy Group Inc,2019,13,18955588.19784,13
WEC Energy Group Inc,2020,13,17453318.0436,13
WEC Energy Group Inc,2021,13,19078730.78856,13
WEC Energy Group Inc,2022,13,16850315.46464,13
WEC Energy Group Inc,2023,13,16948663.51912,13
XCEL ENERGY INC,2011,25,52241703.491692595,25
XCEL ENERGY INC,2012,25,50109836.9578242,25
XCEL ENERGY INC,2013,25,49352247.8252602,25
XCEL ENERGY INC,2014,25,51549629.0587036,25
XCEL ENERGY INC,2015,25,51011409.450623,25
XCEL ENERGY INC,2016,25,47714082.297991596,25
XCEL ENERGY INC,2017,25,45536244.7671964,25
XCEL ENERGY INC,2018,25,46393158.3817558,25
XCEL ENERGY INC,2019,25,42591470.1560848,25
XCEL ENERGY INC,2020,25,35298867.2212798,25
XCEL ENERGY INC,2021,25,37998765.5704728,25
XCEL ENERGY INC,2022,25,36798444.2449154,25
XCEL ENERGY INC,2023,25,35249025.4066756,25
