"State","Facility Name","Facility ID","Unit ID","unit_id","Associated Stacks","Year","Operating Time Count","Sum of the Operating Time","Gross Load (MWh)","Steam Load (1000 lb)","SO2 Mass (short tons)","SO2 Rate (lbs/mmBtu)","CO2 Mass (short tons)","CO2 Rate (short tons/mmBtu)","NOx Mass (short tons)","NOx Rate (lbs/mmBtu)","Heat Input (mmBtu)","Primary Fuel Type","Secondary Fuel Type","Unit Type","SO2 Controls","NOx Controls","PM Controls","Hg Controls","Program Code"
"KY","Smith Generating Facility",54,"SCT3",52,,2020,187,154.72,13753.81,,0.078,0.0018,11227.214,0.0595,6.404,0.0775,188504.25,"Pipeline Natural Gas","Residual Oil","Combustion turbine",,"Water Injection",,,"ARP, CSNOX, CSOSG2, CSSO2G1"
"KY","Smith Generating Facility",54,"SCT4",9271,,2020,804,676.17,38475.97,,0.169,0.001,32019.749,0.0591,8.676,0.04,538652.63,"Pipeline Natural Gas","Residual Oil","Combustion turbine",,"Dry Low NOx Burners|Water Injection",,,"ARP, CSNOX, CSOSG2, CSSO2G1"
"KY","Smith Generating Facility",54,"SCT5",9272,,2020,789,665.36,37224.48,,0.154,0.0011,29857.112,0.0591,8.202,0.041,502334.077,"Pipeline Natural Gas","Residual Oil","Combustion turbine",,"Dry Low NOx Burners|Water Injection",,,"ARP, CSNOX, CSOSG2, CSSO2G1"
"KY","Smith Generating Facility",54,"SCT6",89572,,2020,720,609.6,34460.61,,0.154,0.0011,27660.916,0.0591,7.778,0.0425,465197.063,"Pipeline Natural Gas","Residual Oil","Combustion turbine",,"Dry Low NOx Burners|Water Injection",,,"ARP, CSNOX, CSOSG2, CSSO2G1"
"KY","Smith Generating Facility",54,"SCT7",89573,,2020,748,632.16,35593.87,,0.159,0.0011,28795.051,0.0591,7.182,0.0375,484271.339,"Pipeline Natural Gas","Residual Oil","Combustion turbine",,"Dry Low NOx Burners|Water Injection",,,"ARP, CSNOX, CSOSG2, CSSO2G1"
"KY","Smith Generating Facility",54,"SCT9",90541,,2020,1327,1146.13,66332.08,,0.192,0.001,38074.112,0.0592,4.144,0.0161,640675.825,"Pipeline Natural Gas",,"Combustion turbine",,"Water Injection|Selective Catalytic Reduction",,,"ARP, CSNOX, CSOSG2, CSSO2G1"
"AL","Charles R Lowman",56,"1",53,"CS004",2020,0,0,,,,,,,,,,"Coal",,"Dry bottom wall-fired boiler","Wet Limestone","Low NOx Burner Technology (Dry Bottom only)","Electrostatic Precipitator",,"ARP, CSNOX, CSOSG2, CSSO2G2, MATS"
"AL","Charles R Lowman",56,"2",54,"CS004",2020,2262,2257.01,394508.34,,264.56,0.1297,414894.287,0.103,857.321,0.4069,4043808.636,"Coal",,"Dry bottom wall-fired boiler","Wet Limestone","Selective Catalytic Reduction|Overfire Air","Electrostatic Precipitator",,"ARP, CSNOX, CSOSG2, CSSO2G2, MATS"
"AL","Charles R Lowman",56,"3",55,"MS03C, MS03D",2020,0,0,,,,,,,,,,"Coal",,"Dry bottom wall-fired boiler","Wet Limestone","Selective Catalytic Reduction|Overfire Air","Electrostatic Precipitator",,"ARP, CSNOX, CSOSG2, CSSO2G2, MATS"
"NE","Platte",59,"1",56,,2020,6034,6021.62,409889.63,,369.12,0.1515,507889.874,0.105,443.584,0.1834,4842587.007,"Coal","Diesel Oil","Tangentially-fired","Dry Lime FGD","Low NOx Burner Technology w/ Closed-coupled/Separated OFA","Baghouse|Electrostatic Precipitator","Halogenated PAC Sorbent Injection","ARP, CSNOX, CSSO2G2, MATS"
"NE","Gerald Whelan Energy Center",60,"1",57,,2020,7798,7793.16,372205.56,,1640.619,0.7827,438571.818,0.105,324.515,0.1469,4181644.532,"Coal",,"Tangentially-fired",,"Overfire Air","Electrostatic Precipitator",,"ARP, CSNOX, CSSO2G2, MATS"
"NE","Gerald Whelan Energy Center",60,"2",90669,,2020,4950,4929.46,790816.29,,374.05,0.1857,786744.995,0.1049,294.975,0.0789,7501388.203,"Coal",,"Dry bottom wall-fired boiler","Dry Lime FGD","Selective Catalytic Reduction",,,"ARP, CSNOX, CSSO2G2, MATS"
"NM","Escalante",87,"1",59,,2020,3620,3617.45,637888.15,,421.464,0.1222,668993.557,0.105,984.088,0.2974,6378643.973,"Coal","Natural Gas, Other Oil","Tangentially-fired","Wet Limestone","Other","Baghouse",,"ARP, MATS"
"KS","Holcomb",108,"SGU1",60,,2020,6292,6277.48,1590757,,1054.207,0.1385,1599375.823,0.105,1424.809,0.1837,15249576.28,"Coal",,"Dry bottom wall-fired boiler","Dry Lime FGD","Low NOx Burner Technology (Dry Bottom only)","Baghouse","Halogenated PAC Sorbent Injection","ARP, CSNOX, CSOSG2, CSSO2G2, MATS"
"AZ","Cholla",113,"1",62,,2020,6351,6334.03,447658.71,,263.804,0.0904,567416.057,0.1028,441.305,0.1563,5530380.179,"Coal",,"Tangentially-fired","Wet Lime FGD","Low NOx Burner Technology w/ Separated OFA","Baghouse",,"ARP, MATS"
"AZ","Cholla",113,"3",64,,2020,7107,7095.87,1229858,,644.744,0.0926,1481146.382,0.103,1353.046,0.1855,14436126.386,"Coal",,"Tangentially-fired","Wet Lime FGD","Low NOx Burner Technology w/ Closed-coupled/Separated OFA","Baghouse",,"ARP, MATS"
"AZ","Cholla",113,"4",65,,2020,5456,5434.01,1850098.88,,952.133,0.1223,2128058.124,0.1028,1866.271,0.1787,20741338.272,"Coal",,"Tangentially-fired","Wet Lime FGD","Low NOx Burner Technology w/ Closed-coupled/Separated OFA","Baghouse",,"ARP, MATS"
"AZ","Ocotillo Power Plant",116,"GT3",91277,,2020,2492,2124.04,163506.28,,0.461,0.001,91317.518,0.0591,6.134,0.0143,1536596.062,"Pipeline Natural Gas",,"Combustion turbine",,"Water Injection|Selective Catalytic Reduction",,,"ARP"
"AZ","Ocotillo Power Plant",116,"GT4",91278,,2020,2364,1975.43,158182.5,,0.444,0.001,88009.26,0.0591,6.027,0.0169,1480920.113,"Pipeline Natural Gas",,"Combustion turbine",,"Water Injection|Selective Catalytic Reduction",,,"ARP"
"AZ","Ocotillo Power Plant",116,"GT5",91279,,2020,1717,1457.91,108659.41,,0.305,0.001,60478.487,0.059,4.12,0.0143,1017666.945,"Pipeline Natural Gas",,"Combustion turbine",,"Water Injection|Selective Catalytic Reduction",,,"ARP"
"AZ","Ocotillo Power Plant",116,"GT6",91280,,2020,2732,2384.93,181907.33,,0.514,0.001,101734.668,0.059,6.87,0.0138,1711866.903,"Pipeline Natural Gas",,"Combustion turbine",,"Water Injection|Selective Catalytic Reduction",,,"ARP"
"AZ","Ocotillo Power Plant",116,"GT7",91281,,2020,2038,1754.71,133018.61,,0.376,0.001,74391.187,0.059,5.102,0.0144,1251832.999,"Pipeline Natural Gas",,"Combustion turbine",,"Water Injection|Selective Catalytic Reduction",,,"ARP"
"AZ","APS West Phoenix Power Plant",117,"CC4",70,,2020,4660,4630.55,426350.77,,1.017,0.001,201509.141,0.059,56.245,0.0342,3390755.297,"Pipeline Natural Gas",,"Combined cycle",,"Dry Low NOx Burners",,,"ARP"
"AZ","APS West Phoenix Power Plant",117,"CC5A",71,,2020,5328,5291.45,1030241.16,,2.268,0.001,449244.803,0.059,49.784,0.0143,7559453.659,"Pipeline Natural Gas",,"Combined cycle",,"Dry Low NOx Burners|Selective Catalytic Reduction",,,"ARP"
"AZ","APS West Phoenix Power Plant",117,"CC5B",88097,,2020,6666,6597.27,1266012.87,,2.83,0.001,560650.028,0.059,63.198,0.015,9433995.692,"Pipeline Natural Gas",,"Combined cycle",,"Dry Low NOx Burners|Selective Catalytic Reduction",,,"ARP"
"AZ","APS Saguaro Power Plant",118,"CT3",8250,,2020,1894,1589.02,85136.18,,0.348,0.001,68982.795,0.059,18.92,0.0454,1160786.078,"Pipeline Natural Gas",,"Combustion turbine",,"Dry Low NOx Burners",,,"ARP"
"AZ","Yucca Power Plant",120,"1",74,,2020,7392,7376.39,264359.59,,0.957,0.001,189616.522,0.0588,160.086,0.0917,3190693.125,"Pipeline Natural Gas","Residual Oil","Tangentially-fired",,,,,"ARP"
"AZ","Yucca Power Plant",120,"CT5",89724,,2020,2711,2272.08,79675.26,,0.263,0.001,52008.431,0.0592,4.093,0.0243,875174.406,"Pipeline Natural Gas",,"Combustion turbine",,"Selective Catalytic Reduction",,,"ARP"
"AZ","Yucca Power Plant",120,"CT6",89725,,2020,2681,2231.91,73750.49,,0.247,0.001,48987.099,0.0593,3.994,0.0247,824263.164,"Pipeline Natural Gas",,"Combustion turbine",,"Selective Catalytic Reduction",,,"ARP"
"AZ","De Moss Petrie Generating Station",124,"GT1",76,,2020,43,33.03,1696.76,,0.038,0.0035,1299.097,0.059,0.5,0.0699,21859.563,"Natural Gas",,"Combustion turbine",,"Dry Low NOx Burners",,,"ARP"
"AZ","Irvington Generating Station",126,"3",79,,2020,5935,5920.38,321007.08,,6.164,0.0036,209304.972,0.0591,357.681,0.1929,3521976.96,"Natural Gas","Residual Oil","Tangentially-fired",,,,,"ARP"
"AZ","Irvington Generating Station",126,"4",80,,2020,8005,7989.76,695190.89,,12.385,0.0036,420582.753,0.0591,537.225,0.1485,7077129.458,"Natural Gas","Other Gas","Dry bottom wall-fired boiler",,"Low NOx Burner Technology w/ Overfire Air",,,"ARP"
"TX","Oklaunion Power Station",127,"1",81,,2020,3128,3125.39,1209176.79,,748.342,0.1415,1354458.972,0.105,2089.424,0.3309,12914358.63,"Coal",,"Dry bottom wall-fired boiler","Wet Limestone","Low NOx Burner Technology (Dry Bottom only)","Electrostatic Precipitator|Wet Scrubber","Halogenated PAC Sorbent Injection","ARP, CSOSG2, MATS"
"SC","Cross",130,"1",82,,2020,3173,3161.67,1166991.65,,705.758,0.1032,1220237.158,0.1029,442.995,0.0742,11893167.553,"Coal","Residual Oil","Dry bottom wall-fired boiler","Wet Limestone","Selective Catalytic Reduction|Low NOx Burner Technology w/ Overfire Air","Electrostatic Precipitator",,"ARP, CSNOX, CSSO2G2, MATS, SIPNOX"
"SC","Cross",130,"2",83,,2020,0,0,,,,,,,,,,"Coal","Residual Oil","Tangentially-fired","Wet Limestone","Selective Catalytic Reduction|Low NOx Burner Technology w/ Closed-coupled OFA","Electrostatic Precipitator",,"ARP, CSNOX, CSSO2G2, MATS, SIPNOX"
"SC","Cross",130,"3",89490,,2020,5598,5592.19,2206462.18,,762.572,0.06,2347770.784,0.103,718.096,0.0635,22882773.977,"Coal","Diesel Oil","Tangentially-fired","Wet Limestone","Low NOx Burner Technology w/ Closed-coupled/Separated OFA|Selective Catalytic Reduction","Electrostatic Precipitator",,"ARP, CSNOX, CSSO2G2, MATS, SIPNOX"
"SC","Cross",130,"4",89491,,2020,8140,8130.69,3458210.26,,1141.487,0.0587,3721408.526,0.103,1143.056,0.0638,36271039.946,"Coal","Diesel Oil","Tangentially-fired","Wet Limestone","Low NOx Burner Technology w/ Closed-coupled/Separated OFA|Selective Catalytic Reduction","Electrostatic Precipitator",,"ARP, CSNOX, CSSO2G2, MATS, SIPNOX"
"FL","Seminole (136)",136,"1",84,,2020,6761,6747.51,3196144.63,,2205.55,0.135,3167696.366,0.103,985.361,0.0648,30874257.943,"Coal","Diesel Oil","Dry bottom wall-fired boiler","Wet Limestone","Selective Catalytic Reduction|Low NOx Burner Technology w/ Overfire Air","Electrostatic Precipitator",,"ARP, MATS"
"FL","Seminole (136)",136,"2",85,,2020,8003,7991.6,3896535.95,,2768.778,0.1416,3841421.571,0.103,1199.636,0.065,37440777.609,"Coal","Diesel Oil","Dry bottom wall-fired boiler","Wet Limestone","Selective Catalytic Reduction|Low NOx Burner Technology w/ Overfire Air","Electrostatic Precipitator",,"ARP, MATS"
"AZ","Agua Fria Generating Station",141,"1",86,,2020,1621,1516.41,96651.41,,0.304,0.001,60179.043,0.0592,163.432,0.258,1012641.536,"Pipeline Natural Gas",,"Dry bottom wall-fired boiler",,,,,"ARP"
"AZ","Agua Fria Generating Station",141,"2",87,,2020,1520,1439.99,93212.65,,0.289,0.001,57337.847,0.0595,126.969,0.219,964798.869,"Pipeline Natural Gas",,"Dry bottom wall-fired boiler",,,,,"ARP"
"AZ","Agua Fria Generating Station",141,"3",88,,2020,1632,1530.49,151957.3,,0.471,0.001,93262.566,0.0591,416.946,0.3729,1569300.459,"Pipeline Natural Gas",,"Dry bottom turbo-fired boiler",,,,,"ARP"
"AZ","Kyrene Generating Station",147,"K-7",91,,2020,7769,7741.65,1696594.75,,3.439,0.001,681150.912,0.059,48.391,0.0095,11461683.53,"Pipeline Natural Gas",,"Combined cycle",,"Dry Low NOx Burners|Selective Catalytic Reduction",,,"ARP"
"AZ","Apache Station",160,"1",92,,2020,3383,3375.28,128745.96,,0.427,0.001,84527.668,0.0592,31.733,0.0437,1422320.368,"Pipeline Natural Gas",,"Dry bottom wall-fired boiler",,,,,"ARP"
"AZ","Apache Station",160,"2",93,,2020,8064,8058.77,1190123.65,,3.616,0.001,716005.506,0.059,421.617,0.0689,12078350.566,"Pipeline Natural Gas",,"Dry bottom turbo-fired boiler","Wet Lime FGD","Overfire Air","Electrostatic Precipitator|Wet Scrubber",,"ARP, MATS"
"AZ","Apache Station",160,"3",94,,2020,7093,7087.26,953866.32,,91.099,0.0164,834369.198,0.0834,826.821,0.159,9849730.892,"Coal","Pipeline Natural Gas","Dry bottom turbo-fired boiler","Wet Lime FGD","Overfire Air","Electrostatic Precipitator|Wet Scrubber",,"ARP, MATS"
"AZ","Apache Station",160,"4",88320,,2020,2501,2224.76,78854.99,,0.247,0.001,48938.712,0.0593,9.165,0.0325,823435.911,"Pipeline Natural Gas",,"Combustion turbine",,"Water Injection|Selective Catalytic Reduction",,,"ARP"
"OK","Grand River Dam Authority",165,"1",95,,2020,0,0,,,,,,,,,,"Coal","Diesel Oil, Pipeline Natural Gas","Dry bottom wall-fired boiler",,"Overfire Air","Electrostatic Precipitator",,"ARP, CSOSG2, MATS"
"OK","Grand River Dam Authority",165,"2",96,,2020,912,884.78,81348.58,,108.88,0.3619,116433.852,0.0807,116.272,0.128,1186648.357,"Coal","Diesel Oil, Pipeline Natural Gas","Dry bottom wall-fired boiler","Dry Lime FGD","Low NOx Burner Technology w/ Overfire Air","Baghouse","Untreated PAC Sorbent Injection","ARP, CSOSG2, MATS"
"OK","Grand River Dam Authority",165,"3",91186,,2020,6969,6927.69,2531522.89,,4.965,0.001,983554.238,0.059,208.76,0.0264,16550179.373,"Pipeline Natural Gas",,"Combined cycle",,"Selective Catalytic Reduction",,,"ARP, CSOSG2, NSPS4T"
"AR","Lake Catherine",170,"4",107,,2020,2334,2294.14,499278.63,,1.574,0.001,311859.148,0.059,689.357,0.2132,5247637.251,"Pipeline Natural Gas",,"Dry bottom wall-fired boiler",,,,,"ARP, CSOSG2"
"AR","Thomas Fitzhugh",201,"2",88375,,2020,3615,3582.75,434254.39,,3.461,0.0025,223336.403,0.0591,151.545,0.0812,3751482.31,"Pipeline Natural Gas","Diesel Oil","Combined cycle",,"Dry Low NOx Burners|Water Injection",,,"ARP, CSOSG2"
"AR","Carl Bailey",202,"01",111,,2020,134,129.6,,27182.3,18.321,0.5371,3185.11,0.0668,4.383,0.1697,44763.78,"Pipeline Natural Gas","Residual Oil","Dry bottom wall-fired boiler",,,,,"ARP, CSOSG2"
"AR","McClellan",203,"01",112,,2020,1090,1075.9,,310394.66,2.759,0.0102,23141.59,0.059,52.711,0.2355,388052.698,"Pipeline Natural Gas","Residual Oil","Dry bottom wall-fired boiler",,,,,"ARP, CSOSG2"
"CA","Moss Landing Power Plant",260,"1A",149,,2020,6370,6035.71,1382714.1,,2.937,0.001,554473.35,0.0863,46.75,0.015,9790818.885,"Pipeline Natural Gas",,"Combined cycle",,"Dry Low NOx Burners|Selective Catalytic Reduction",,,"ARP"
"CA","Moss Landing Power Plant",260,"2A",152,,2020,6853,6581.33,1490981.63,,3.189,0.001,602660.174,0.0694,48.878,0.0132,10630555.934,"Pipeline Natural Gas",,"Combined cycle",,"Dry Low NOx Burners|Selective Catalytic Reduction",,,"ARP"
