"State","Facility Name","Facility ID","Unit ID","unit_id","Associated Stacks","Year","Operating Time Count","Sum of the Operating Time","Gross Load (MWh)","Steam Load (1000 lb)","SO2 Mass (short tons)","SO2 Rate (lbs/mmBtu)","CO2 Mass (short tons)","CO2 Rate (short tons/mmBtu)","NOx Mass (short tons)","NOx Rate (lbs/mmBtu)","Heat Input (mmBtu)","Primary Fuel Type","Secondary Fuel Type","Unit Type","SO2 Controls","NOx Controls","PM Controls","Hg Controls","Program Code"
"AL","Gorgas",8,"10",13,"CS0DCN",2018,6955,6941,4655283.25,,1332.256,0.0556,4852337.54,0.103,3748.674,0.1656,47293781.425,"Coal","Diesel Oil","Tangentially-fired","Wet Limestone","Low NOx Burner Technology w/ Separated OFA|Selective Catalytic Reduction","Baghouse|Electrostatic Precipitator","Halogenated PAC Sorbent Injection|Catalyst (gold, palladium, or other) used to oxidize mercury","ARP, CSNOX, CSOSG2, CSSO2G2, MATS"
"AL","Gorgas",8,"8",17,"CS0DCN",2018,5151,5146.25,516408.5,,149.803,0.0553,552713.728,0.103,618.285,0.219,5387087.025,"Coal","Diesel Oil","Tangentially-fired","Wet Limestone","Low NOx Burner Technology w/ Closed-coupled/Separated OFA","Electrostatic Precipitator|Baghouse","Halogenated PAC Sorbent Injection","ARP, CSNOX, CSOSG2, CSSO2G2, MATS"
"AL","Gorgas",8,"9",18,"CS0DCN",2018,7418,7413.75,747069,,213,0.0574,818701.603,0.103,888.062,0.2037,7979558.475,"Coal","Diesel Oil","Tangentially-fired","Wet Limestone","Low NOx Burner Technology w/ Closed-coupled/Separated OFA","Electrostatic Precipitator|Baghouse","Halogenated PAC Sorbent Injection","ARP, CSNOX, CSOSG2, CSSO2G2, MATS"
"TX","Copper Station",9,"CTG-1",90211,,2018,1390,1240.83,47145.3,,,,,,117.208,0.2915,792909.155,"Pipeline Natural Gas",,"Combustion turbine",,"Water Injection",,,"CSOSG2"
"AL","Greene County",10,"1",19,"CS0EBN",2018,7435,7427.5,719363,,2.125,0.001,420891.95,0.059,472.429,0.1226,7082282.775,"Pipeline Natural Gas",,"Cell burner boiler",,"Low NOx Cell Burner",,,"ARP, CSNOX, CSOSG2, CSSO2G2"
"AL","Greene County",10,"2",20,"CS0EBN",2018,5097,5092.25,483697,,1.458,0.001,288814.175,0.059,335.793,0.1258,4859816.3,"Pipeline Natural Gas",,"Dry bottom wall-fired boiler",,"Low NOx Burner Technology (Dry Bottom only)",,,"ARP, CSNOX, CSOSG2, CSSO2G2"
"AL","Greene County",10,"CT10",21,,2018,91,79.5,4456.25,,2.857,0.0838,4213.104,0.1229,2.707,0.0894,59926.65,"Pipeline Natural Gas","Diesel Oil","Combustion turbine",,"Water Injection",,,"ARP, CSNOX, CSOSG2, CSSO2G2"
"AL","Greene County",10,"CT2",22,,2018,139,118.25,6600.5,,3.397,0.0651,6352.904,0.1133,4.101,0.0918,90191.425,"Pipeline Natural Gas","Diesel Oil","Combustion turbine",,"Water Injection",,,"ARP, CSNOX, CSOSG2, CSSO2G2"
"AL","Greene County",10,"CT3",23,,2018,56,46.5,2515.75,,0.234,0.0118,2440.398,0.1269,1.311,0.0761,34653.225,"Pipeline Natural Gas","Diesel Oil","Combustion turbine",,"Water Injection",,,"ARP, CSNOX, CSOSG2, CSSO2G2"
"AL","Greene County",10,"CT4",24,,2018,175,149.75,8433.25,,5.843,0.0843,8574.199,0.1302,5.097,0.0864,116233.525,"Pipeline Natural Gas","Diesel Oil","Combustion turbine",,"Water Injection",,,"ARP, CSNOX, CSOSG2, CSSO2G2"
"AL","Greene County",10,"CT5",25,,2018,186,152.25,8315,,1.375,0.0197,8140.299,0.1246,3.865,0.0696,114484.95,"Pipeline Natural Gas","Diesel Oil","Combustion turbine",,"Water Injection",,,"ARP, CSNOX, CSOSG2, CSSO2G2"
"AL","Greene County",10,"CT6",26,,2018,217,185.25,10179.5,,6.284,0.0773,10239.393,0.1173,5.742,0.0809,139142.2,"Pipeline Natural Gas","Diesel Oil","Combustion turbine",,"Water Injection",,,"ARP, CSNOX, CSOSG2, CSSO2G2"
"AL","Greene County",10,"CT7",27,,2018,234,198.75,11028.5,,6.04,0.0647,11086.888,0.1138,7.169,0.0922,152013.7,"Pipeline Natural Gas","Diesel Oil","Combustion turbine",,"Water Injection",,,"ARP, CSNOX, CSOSG2, CSSO2G2"
"AL","Greene County",10,"CT8",28,,2018,55,45.25,2495.75,,0.451,0.0264,2670.797,0.131,1.54,0.09,34228.75,"Pipeline Natural Gas","Diesel Oil","Combustion turbine",,"Water Injection",,,"ARP, CSNOX, CSOSG2, CSSO2G2"
"AL","Greene County",10,"CT9",29,,2018,73,60.25,3264,,0.799,0.0332,3138.1,0.144,1.712,0.0768,45062.125,"Pipeline Natural Gas","Diesel Oil","Combustion turbine",,"Water Injection",,,"ARP, CSNOX, CSOSG2, CSSO2G2"
"AL","E C Gaston",26,"1",30,"CS0CAN",2018,5728,5718.75,835801.75,,227.542,0.051,529305.046,0.0602,662.344,0.1494,8754099.7,"Pipeline Natural Gas","Coal","Dry bottom wall-fired boiler",,"Low NOx Burner Technology (Dry Bottom only)","Electrostatic Precipitator",,"ARP, CSNOX, CSOSG2, CSSO2G2"
"AL","E C Gaston",26,"2",31,"CS0CAN",2018,6944,6936,1136783.25,,535.106,0.0778,759298.754,0.0617,969.667,0.1536,12176136.275,"Pipeline Natural Gas","Coal","Dry bottom wall-fired boiler",,"Low NOx Burner Technology (Dry Bottom only)","Baghouse|Electrostatic Precipitator",,"ARP, CSNOX, CSOSG2, CSSO2G2"
"AL","E C Gaston",26,"3",32,"CS0CBN",2018,5330,5326,761352.75,,245.845,0.0769,474229.818,0.0618,568.438,0.1418,7773457.65,"Pipeline Natural Gas","Coal","Dry bottom wall-fired boiler",,"Low NOx Burner Technology (Dry Bottom only)","Baghouse|Electrostatic Precipitator",,"ARP, CSNOX, CSOSG2, CSSO2G2"
"AL","E C Gaston",26,"4",33,"CS0CBN",2018,5603,5598.75,812150.75,,330.427,0.0757,477760.084,0.0617,569.106,0.1359,7701360.925,"Pipeline Natural Gas","Coal","Dry bottom wall-fired boiler",,"Low NOx Burner Technology (Dry Bottom only)","Electrostatic Precipitator",,"ARP, CSNOX, CSOSG2, CSSO2G2"
"AL","E C Gaston",26,"5",34,"MS5A, MS5B",2018,4563,4547,3057338,,1932.425,0.119,3429519.475,0.1012,1725.491,0.1025,33588053.1,"Coal","Pipeline Natural Gas","Tangentially-fired","Wet Limestone","Low NOx Burner Technology w/ Separated OFA|Selective Catalytic Reduction","Baghouse|Electrostatic Precipitator","Halogenated PAC Sorbent Injection|Catalyst (gold, palladium, or other) used to oxidize mercury","ARP, CSNOX, CSOSG2, CSSO2G2, MATS"
"AL","Colbert",47,"CCT1",88150,,2018,254,254,9714,,1.077,0.0186,8253.5,0.0597,48.581,0.6962,138335.3,"Pipeline Natural Gas","Diesel Oil","Combustion turbine",,,,,"CSNOX, CSOSG2, CSSO2G2"
"AL","Colbert",47,"CCT2",88151,,2018,268,268,9822,,0.862,0.0139,8462.2,0.0597,49.907,0.694,142202.8,"Pipeline Natural Gas","Diesel Oil","Combustion turbine",,,,,"CSNOX, CSOSG2, CSSO2G2"
"AL","Colbert",47,"CCT3",88152,,2018,209,209,7586,,0.04,0.0032,6550.3,0.0593,38.864,0.7009,111019.6,"Pipeline Natural Gas","Diesel Oil","Combustion turbine",,,,,"CSNOX, CSOSG2, CSSO2G2"
"AL","Colbert",47,"CCT4",88153,,2018,268,268,11832,,1.06,0.0177,9908.8,0.0597,58.522,0.699,166426.4,"Pipeline Natural Gas","Diesel Oil","Combustion turbine",,,,,"CSNOX, CSOSG2, CSSO2G2"
"AL","Colbert",47,"CCT5",88154,,2018,239,239,8695,,0.453,0.0113,7520.8,0.0596,43.86,0.6854,126862.5,"Pipeline Natural Gas","Diesel Oil","Combustion turbine",,,,,"CSNOX, CSOSG2, CSSO2G2"
"AL","Colbert",47,"CCT6",88155,,2018,219,219,8010,,0.254,0.0123,6928,0.0596,40.485,0.6856,117082.5,"Pipeline Natural Gas","Diesel Oil","Combustion turbine",,,,,"CSNOX, CSOSG2, CSSO2G2"
"AL","Colbert",47,"CCT7",88156,,2018,168,168,6322,,0.078,0.0128,5405.7,0.0596,32.091,0.712,91542.5,"Pipeline Natural Gas","Diesel Oil","Combustion turbine",,,,,"CSNOX, CSOSG2, CSSO2G2"
"AL","Colbert",47,"CCT8",88157,,2018,204,204,7652,,0.051,0.0057,6629.6,0.0593,39.339,0.7049,112343.9,"Pipeline Natural Gas","Diesel Oil","Combustion turbine",,,,,"CSNOX, CSOSG2, CSSO2G2"
"LA","Dolet Hills Power Station",51,"1",48,,2018,4789,4775.18,1650596.75,,6788.363,0.8474,1674702.586,0.109,1919.642,0.2604,15382579.622,"Coal",,"Dry bottom wall-fired boiler","Wet Limestone","Low NOx Burner Technology w/ Overfire Air|Selective Non-catalytic Reduction","Baghouse","Untreated PAC Sorbent Injection","ARP, CSOSG2, MATS"
"KY","Smith Generating Facility",54,"SCT1",50,,2018,345,297.37,28319.01,,0.277,0.002,23300.937,0.0596,11.022,0.0697,389110.585,"Pipeline Natural Gas","Residual Oil","Combustion turbine",,"Water Injection",,,"ARP, CSNOX, CSOSG2, CSSO2G1"
"KY","Smith Generating Facility",54,"SCT10",90542,,2018,1131,994.94,59716.36,,0.173,0.001,34194.194,0.0591,3.501,0.0139,575365.903,"Pipeline Natural Gas",,"Combustion turbine",,"Water Injection|Selective Catalytic Reduction",,,"ARP, CSNOX, CSOSG2, CSSO2G1"
"KY","Smith Generating Facility",54,"SCT2",51,,2018,355,308.82,30778.12,,0.333,0.0021,24480.72,0.0597,16.183,0.0904,408038.329,"Pipeline Natural Gas","Residual Oil","Combustion turbine",,"Water Injection",,,"ARP, CSNOX, CSOSG2, CSSO2G1"
"KY","Smith Generating Facility",54,"SCT3",52,,2018,332,285.03,28490.99,,0.299,0.0022,22399.189,0.0597,15.322,0.091,373441.935,"Pipeline Natural Gas","Residual Oil","Combustion turbine",,"Water Injection",,,"ARP, CSNOX, CSOSG2, CSSO2G1"
"KY","Smith Generating Facility",54,"SCT4",9271,,2018,911,784.65,48319.14,,0.314,0.0013,38758.368,0.0592,10.758,0.0394,650008.092,"Pipeline Natural Gas","Residual Oil","Combustion turbine",,"Dry Low NOx Burners|Water Injection",,,"ARP, CSNOX, CSOSG2, CSSO2G1"
"KY","Smith Generating Facility",54,"SCT5",9272,,2018,888,757.32,46504.65,,0.198,0.0012,36229.72,0.0591,10.068,0.0406,609354.087,"Pipeline Natural Gas","Residual Oil","Combustion turbine",,"Dry Low NOx Burners|Water Injection",,,"ARP, CSNOX, CSOSG2, CSSO2G1"
"KY","Smith Generating Facility",54,"SCT6",89572,,2018,906,775.59,47651.41,,0.267,0.0013,37649.378,0.0592,11.479,0.0441,632073.855,"Pipeline Natural Gas","Residual Oil","Combustion turbine",,"Dry Low NOx Burners|Water Injection",,,"ARP, CSNOX, CSOSG2, CSSO2G1"
"KY","Smith Generating Facility",54,"SCT7",89573,,2018,928,794.34,49628.02,,0.29,0.0013,39017.503,0.0592,11.113,0.0404,654808.219,"Pipeline Natural Gas","Residual Oil","Combustion turbine",,"Dry Low NOx Burners|Water Injection",,,"ARP, CSNOX, CSOSG2, CSSO2G1"
"KY","Smith Generating Facility",54,"SCT9",90541,,2018,1170,1019.04,58800.29,,0.169,0.001,33515.401,0.0593,3.752,0.0168,563953.116,"Pipeline Natural Gas",,"Combustion turbine",,"Water Injection|Selective Catalytic Reduction",,,"ARP, CSNOX, CSOSG2, CSSO2G1"
"AL","Charles R Lowman",56,"1",53,"CS004",2018,793,775.91,29648.31,,16.721,0.1049,31554.359,0.103,45.986,0.2936,307548.801,"Coal",,"Dry bottom wall-fired boiler","Wet Limestone","Low NOx Burner Technology (Dry Bottom only)","Electrostatic Precipitator",,"ARP, CSNOX, CSOSG2, CSSO2G2, MATS"
"AL","Charles R Lowman",56,"2",54,"CS004",2018,4714,4703.35,910105.5,,411.158,0.0895,917183.523,0.103,1516.332,0.3251,8939405.665,"Coal",,"Dry bottom wall-fired boiler","Wet Limestone","Selective Catalytic Reduction|Overfire Air","Electrostatic Precipitator",,"ARP, CSNOX, CSOSG2, CSSO2G2, MATS"
"AL","Charles R Lowman",56,"3",55,"MS03C, MS03D",2018,2789,2780.2,503880.78,,380.421,0.1435,515912.041,0.103,808.483,0.305,5028380.633,"Coal",,"Dry bottom wall-fired boiler","Wet Limestone","Selective Catalytic Reduction|Overfire Air","Electrostatic Precipitator",,"ARP, CSNOX, CSOSG2, CSSO2G2, MATS"
"NE","Platte",59,"1",56,,2018,7986,7971.85,604619.52,,523.452,0.155,704556.9,0.105,591.681,0.1795,6717777.902,"Coal","Diesel Oil","Tangentially-fired","Dry Lime FGD","Low NOx Burner Technology w/ Closed-coupled/Separated OFA","Baghouse|Electrostatic Precipitator","Halogenated PAC Sorbent Injection","ARP, CSNOX, CSSO2G2, MATS"
"NE","Gerald Whelan Energy Center",60,"1",57,,2018,7044,7031.83,349248.85,,1775.786,0.8538,439116.433,0.105,346.8,0.1617,4186830.1,"Coal",,"Tangentially-fired",,"Overfire Air","Electrostatic Precipitator",,"ARP, CSNOX, CSSO2G2, MATS"
"NE","Gerald Whelan Energy Center",60,"2",90669,,2018,7144,7120.09,1174350.02,,1052.359,0.6867,1217573.051,0.1049,473.133,0.0821,11609223.965,"Coal",,"Dry bottom wall-fired boiler","Dry Lime FGD","Selective Catalytic Reduction",,,"ARP, CSNOX, CSSO2G2, MATS"
"NM","Escalante",87,"1",59,,2018,8373,8372.4,1387314.69,,880.185,0.1198,1468953.554,0.105,2442.013,0.3452,14006094.545,"Coal","Natural Gas, Other Oil","Tangentially-fired","Wet Limestone","Other","Baghouse",,"ARP, MATS"
"KS","Holcomb",108,"SGU1",60,,2018,6572,6563.15,1619178.76,,1004.029,0.1219,1733126.379,0.105,1577.135,0.1856,16524914.21,"Coal",,"Dry bottom wall-fired boiler","Dry Lime FGD","Low NOx Burner Technology (Dry Bottom only)","Baghouse","Halogenated PAC Sorbent Injection","ARP, CSNOX, CSOSG2, CSSO2G2, MATS"
"AZ","Cholla",113,"1",62,,2018,7432,7420.89,524691.48,,295.837,0.091,680683.553,0.103,587.117,0.1752,6634394.194,"Coal",,"Tangentially-fired","Wet Lime FGD","Low NOx Burner Technology w/ Separated OFA","Baghouse",,"ARP, MATS"
"AZ","Cholla",113,"3",64,,2018,7819,7805,1395536.68,,556.504,0.0731,1531085.919,0.1029,1405.599,0.1863,14922850.804,"Coal",,"Tangentially-fired","Wet Lime FGD","Low NOx Burner Technology w/ Closed-coupled/Separated OFA","Baghouse",,"ARP, MATS"
"AZ","Cholla",113,"4",65,,2018,6187,6171.74,2111586.42,,956.261,0.0869,2253956.249,0.103,2037.242,0.1841,21968384.213,"Coal",,"Tangentially-fired","Wet Lime FGD","Low NOx Burner Technology w/ Closed-coupled/Separated OFA","Baghouse",,"ARP, MATS"
"AZ","Ocotillo Power Plant",116,"1",66,,2018,2995,2851.86,145915.2,,0.487,0.001,96468.168,0.0591,104.548,0.1095,1623196.769,"Pipeline Natural Gas","Residual Oil","Tangentially-fired",,,,,"ARP"
"AZ","Ocotillo Power Plant",116,"2",67,,2018,2555,2377.88,112234.95,,0.494,0.001,97869.156,0.0591,97.008,0.1005,1646839.39,"Pipeline Natural Gas","Residual Oil","Tangentially-fired",,,,,"ARP"
"AZ","APS West Phoenix Power Plant",117,"CC4",70,,2018,3941,3893.59,361039.17,,0.891,0.001,176398.147,0.059,40.194,0.029,2968217.98,"Pipeline Natural Gas",,"Combined cycle",,"Dry Low NOx Burners",,,"ARP"
"AZ","APS West Phoenix Power Plant",117,"CC5A",71,,2018,5046,5014.59,984965.74,,2.25,0.001,445774.4,0.059,50.901,0.0147,7501036.683,"Pipeline Natural Gas",,"Combined cycle",,"Dry Low NOx Burners|Selective Catalytic Reduction",,,"ARP"
"AZ","APS West Phoenix Power Plant",117,"CC5B",88097,,2018,5002,4964.23,973407.35,,2.243,0.001,444220.102,0.059,55.287,0.0163,7474868.98,"Pipeline Natural Gas",,"Combined cycle",,"Dry Low NOx Burners|Selective Catalytic Reduction",,,"ARP"
"AZ","APS Saguaro Power Plant",118,"CT3",8250,,2018,1857,1474.87,75884.69,,0.269,0.001,53228.773,0.059,17.519,0.0555,895692.017,"Pipeline Natural Gas",,"Combustion turbine",,"Dry Low NOx Burners",,,"ARP"
"AZ","Yucca Power Plant",120,"1",74,,2018,6614,6605.6,306403.54,,1.054,0.001,208846.792,0.0591,262.902,0.1343,3514216.362,"Pipeline Natural Gas","Residual Oil","Tangentially-fired",,,,,"ARP"
"AZ","Yucca Power Plant",120,"CT5",89724,,2018,2533,2009.39,72942.41,,0.233,0.001,46172.864,0.0593,3.932,0.0201,776936.513,"Pipeline Natural Gas",,"Combustion turbine",,"Selective Catalytic Reduction",,,"ARP"
"AZ","Yucca Power Plant",120,"CT6",89725,,2018,2617,2058.64,70063.24,,0.234,0.001,46355.479,0.0592,4.288,0.0257,780031.388,"Pipeline Natural Gas",,"Combustion turbine",,"Selective Catalytic Reduction",,,"ARP"
"AZ","De Moss Petrie Generating Station",124,"GT1",76,,2018,152,123.88,5711.77,,0.138,0.0036,4673.531,0.0591,1.284,0.0453,78643.391,"Natural Gas",,"Combustion turbine",,"Dry Low NOx Burners",,,"ARP"
"AZ","Irvington Generating Station",126,"1",77,,2018,4858,4834.96,220690.32,,4.324,0.0036,146840.509,0.0591,214.347,0.1681,2470826.256,"Natural Gas","Residual Oil","Tangentially-fired",,,,,"ARP"
"AZ","Irvington Generating Station",126,"2",78,,2018,5311,5236.23,253974.97,,4.833,0.0036,164102.004,0.0591,342.5,0.2282,2761362.363,"Natural Gas","Residual Oil","Tangentially-fired",,,,,"ARP"
"AZ","Irvington Generating Station",126,"3",79,,2018,5495,5473.78,330182.81,,6.355,0.0036,215791.597,0.0591,392.19,0.2002,3631170.76,"Natural Gas","Residual Oil","Tangentially-fired",,,,,"ARP"
"AZ","Irvington Generating Station",126,"4",80,,2018,7492,7471.81,658907.34,,13.953,0.004,426973.741,0.0614,580.847,0.164,6966728.645,"Natural Gas","Other Gas","Dry bottom wall-fired boiler",,"Low NOx Burner Technology w/ Overfire Air",,,"ARP"
"TX","Oklaunion Power Station",127,"1",81,,2018,7469,7461.38,3586021.26,,2191.34,0.1264,4033864.762,0.105,6803.866,0.3409,38461742.839,"Coal",,"Dry bottom wall-fired boiler","Wet Limestone","Low NOx Burner Technology (Dry Bottom only)","Electrostatic Precipitator|Wet Scrubber","Halogenated PAC Sorbent Injection","ARP, CSOSG2, MATS"
"SC","Cross",130,"1",82,,2018,7153,7139.06,3074797.05,,998.28,0.0544,3179516.739,0.103,1096.008,0.0719,30989458.652,"Coal","Residual Oil","Dry bottom wall-fired boiler","Wet Limestone","Selective Catalytic Reduction|Low NOx Burner Technology w/ Overfire Air","Electrostatic Precipitator",,"ARP, CSNOX, CSSO2G2, MATS, SIPNOX"
"SC","Cross",130,"2",83,,2018,402,397.49,133422.69,,101.551,0.137,136592.378,0.103,53.637,0.0822,1331306.603,"Coal","Residual Oil","Tangentially-fired","Wet Limestone","Selective Catalytic Reduction|Low NOx Burner Technology w/ Closed-coupled OFA","Electrostatic Precipitator",,"ARP, CSNOX, CSSO2G2, MATS, SIPNOX"
"SC","Cross",130,"3",89490,,2018,6366,6360.17,3148041.19,,1065.081,0.0633,3177895.732,0.103,1025.181,0.0671,30973660.529,"Coal","Diesel Oil","Tangentially-fired","Wet Limestone","Low NOx Burner Technology w/ Closed-coupled/Separated OFA|Selective Catalytic Reduction","Electrostatic Precipitator",,"ARP, CSNOX, CSSO2G2, MATS, SIPNOX"
"SC","Cross",130,"4",89491,,2018,7702,7688.41,3963497.67,,1395.095,0.063,4197832.705,0.103,1389.43,0.0685,40914569.203,"Coal","Diesel Oil","Tangentially-fired","Wet Limestone","Low NOx Burner Technology w/ Closed-coupled/Separated OFA|Selective Catalytic Reduction","Electrostatic Precipitator",,"ARP, CSNOX, CSSO2G2, MATS, SIPNOX"
"FL","Seminole (136)",136,"1",84,,2018,7860,7843.01,4277336.22,,2970.039,0.1423,4256023.902,0.103,1269.814,0.0626,41481738.703,"Coal","Diesel Oil","Dry bottom wall-fired boiler","Wet Limestone","Selective Catalytic Reduction|Low NOx Burner Technology w/ Overfire Air","Electrostatic Precipitator",,"ARP, MATS"
"FL","Seminole (136)",136,"2",85,,2018,7297,7279.89,3987512.9,,2667.969,0.1353,3901803.1,0.103,1157.482,0.0628,38029285.273,"Coal","Diesel Oil","Dry bottom wall-fired boiler","Wet Limestone","Selective Catalytic Reduction|Low NOx Burner Technology w/ Overfire Air","Electrostatic Precipitator",,"ARP, MATS"
"AZ","Agua Fria Generating Station",141,"1",86,,2018,1024,940.41,50572.55,,0.161,0.001,31894.685,0.0592,66.293,0.1948,536698.175,"Pipeline Natural Gas",,"Dry bottom wall-fired boiler",,,,,"ARP"
"AZ","Agua Fria Generating Station",141,"2",87,,2018,914,841.78,45215.13,,0.139,0.0009,27489.736,0.0621,56.934,0.1938,462557.981,"Pipeline Natural Gas",,"Dry bottom wall-fired boiler",,,,,"ARP"
"AZ","Agua Fria Generating Station",141,"3",88,,2018,933,865.64,78102.12,,0.243,0.001,48210.97,0.0592,207.948,0.3387,811232.944,"Pipeline Natural Gas",,"Dry bottom turbo-fired boiler",,,,,"ARP"
"AZ","Kyrene Generating Station",147,"K-7",91,,2018,4398,4264.33,874149.03,,1.828,0.001,362015.776,0.059,33.83,0.0177,6091569.065,"Pipeline Natural Gas",,"Combined cycle",,"Dry Low NOx Burners|Selective Catalytic Reduction",,,"ARP"
"AZ","Apache Station",160,"1",92,,2018,3117,3080.86,136331.41,,0.456,0.001,90401.431,0.0591,46.706,0.0649,1521145.967,"Pipeline Natural Gas",,"Dry bottom wall-fired boiler",,,,,"ARP"
"AZ","Apache Station",160,"2",93,,2018,8165,8149.57,984683.08,,3.036,0.001,599240.96,0.059,341.089,0.0661,10108597.553,"Coal, Pipeline Natural Gas","Pipeline Natural Gas","Dry bottom turbo-fired boiler","Wet Lime FGD","Overfire Air","Electrostatic Precipitator|Wet Scrubber",,"ARP, MATS"
"AZ","Apache Station",160,"3",94,,2018,6420,6408.66,800526.6,,142.554,0.0284,848123.913,0.0951,872.449,0.1906,8688670.905,"Coal","Pipeline Natural Gas","Dry bottom turbo-fired boiler","Wet Lime FGD","Overfire Air","Electrostatic Precipitator|Wet Scrubber",,"ARP, MATS"
"AZ","Apache Station",160,"4",88320,,2018,1713,1496.2,52010.42,,0.168,0.001,33209.153,0.0593,9.258,0.0431,558818.412,"Pipeline Natural Gas",,"Combustion turbine",,"Water Injection|Selective Catalytic Reduction",,,"ARP"
"OK","Grand River Dam Authority",165,"1",95,,2018,65,60.84,0,,0.182,0.0306,969.695,0.0804,0.4,0.0557,12155.41,"Coal","Diesel Oil, Pipeline Natural Gas","Dry bottom wall-fired boiler",,"Overfire Air","Electrostatic Precipitator",,"ARP, CSOSG2, MATS"
"OK","Grand River Dam Authority",165,"2",96,,2018,2568,2506.41,488895.22,,637.864,1.3873,654334.667,0.0886,603.718,0.1537,6497718.65,"Coal","Diesel Oil, Pipeline Natural Gas","Dry bottom wall-fired boiler","Dry Lime FGD","Low NOx Burner Technology w/ Overfire Air","Baghouse","Untreated PAC Sorbent Injection","ARP, CSOSG2, MATS"
"OK","Grand River Dam Authority",165,"3",91186,,2018,7250,7181.83,2358394.88,,4.998,0.001,990106.14,0.059,351.298,0.0464,16660424.767,"Pipeline Natural Gas",,"Combined cycle",,"Selective Catalytic Reduction",,,"ARP, CSOSG2, NSPS4T"
"AR","Lake Catherine",170,"4",107,,2018,2198,2177.21,314740.84,,1.058,0.001,209556.745,0.059,423.272,0.174,3526213.675,"Pipeline Natural Gas",,"Dry bottom wall-fired boiler",,,,,"ARP, CSOSG2"
