"State","Facility Name","Facility ID","Unit ID","unit_id","Associated Stacks","Year","Operating Time Count","Sum of the Operating Time","Gross Load (MWh)","Steam Load (1000 lb)","SO2 Mass (short tons)","SO2 Rate (lbs/mmBtu)","CO2 Mass (short tons)","CO2 Rate (short tons/mmBtu)","NOx Mass (short tons)","NOx Rate (lbs/mmBtu)","Heat Input (mmBtu)","Primary Fuel Type","Secondary Fuel Type","Unit Type","SO2 Controls","NOx Controls","PM Controls","Hg Controls","Program Code"
"AL","Greene County",10,"CT5",25,,2023,236,199,11471,,0.054,0.0011,9780.318,0.2218,6.827,0.0879,149708.575,"Pipeline Natural Gas","Diesel Oil","Combustion turbine",,"Water Injection",,,"ARP, CSNOX, CSOSG2, CSSO2G2"
"AL","Greene County",10,"CT6",26,,2023,254,223.5,12964,,0.213,0.0028,11194.113,0.0922,7.336,0.0856,169632.525,"Pipeline Natural Gas","Diesel Oil","Combustion turbine",,"Water Injection",,,"ARP, CSNOX, CSOSG2, CSSO2G2"
"AL","Greene County",10,"CT7",27,,2023,242,210.25,12285.25,,0.06,0.0011,10689.187,0.1013,6.893,0.0837,163063.45,"Pipeline Natural Gas","Diesel Oil","Combustion turbine",,"Water Injection",,,"ARP, CSNOX, CSOSG2, CSSO2G2"
"AL","Greene County",10,"CT8",28,,2023,215,183.75,10780.5,,0.055,0.0011,9593.397,0.0993,6.349,0.0853,146810.675,"Pipeline Natural Gas","Diesel Oil","Combustion turbine",,"Water Injection",,,"ARP, CSNOX, CSOSG2, CSSO2G2"
"AL","Greene County",10,"CT9",29,,2023,125,102.5,6116.25,,0.024,0.001,5455.892,0.0962,3.445,0.0858,80224.275,"Pipeline Natural Gas","Diesel Oil","Combustion turbine",,"Water Injection",,,"ARP, CSNOX, CSOSG2, CSSO2G2"
"AL","E C Gaston",26,"1",30,"CS0CAN",2023,3872,3864.75,399498.25,,20.174,0.013,239986.093,0.059,250.545,0.1061,4048367.675,"Pipeline Natural Gas","Coal","Dry bottom wall-fired boiler",,"Low NOx Burner Technology (Dry Bottom only)","Electrostatic Precipitator",,"ARP, CSNOX, CSOSG2, CSSO2G2"
"AL","E C Gaston",26,"2",31,"CS0CAN",2023,4813,4803.25,464414.5,,131.077,0.0413,296178.434,0.0602,313.944,0.1069,4877156.15,"Pipeline Natural Gas","Coal","Dry bottom wall-fired boiler",,"Low NOx Burner Technology (Dry Bottom only)","Baghouse|Electrostatic Precipitator",,"ARP, CSNOX, CSOSG2, CSSO2G2"
"AL","E C Gaston",26,"3",32,"CS0CBN",2023,2660,2651.25,407611.75,,16.877,0.01,247861.537,0.059,292.344,0.1261,4181195.05,"Pipeline Natural Gas","Coal","Dry bottom wall-fired boiler",,"Low NOx Burner Technology (Dry Bottom only)","Baghouse|Electrostatic Precipitator",,"ARP, CSNOX, CSOSG2, CSSO2G2"
"AL","E C Gaston",26,"4",33,"CS0CBN",2023,3169,3154,412084.25,,15.884,0.0136,227505.615,0.059,290.762,0.1301,3837838.35,"Pipeline Natural Gas","Coal","Dry bottom wall-fired boiler",,"Low NOx Burner Technology (Dry Bottom only)","Electrostatic Precipitator",,"ARP, CSNOX, CSOSG2, CSSO2G2"
"AL","E C Gaston",26,"5",34,"MS5A, MS5B",2023,3157,3150.25,2040632.25,,663.628,0.0644,2265579.325,0.0999,1171.168,0.1091,22324440.95,"Coal","Pipeline Natural Gas","Tangentially-fired","Wet Limestone","Low NOx Burner Technology w/ Separated OFA|Selective Catalytic Reduction","Baghouse|Electrostatic Precipitator","Halogenated PAC Sorbent Injection|Catalyst (gold, palladium, or other) used to oxidize mercury","ARP, CSNOX, CSOSG2, CSSO2G2, MATS"
"AL","Colbert",47,"CCT1",88150,,2023,60,60,1709,,0.254,0.0266,1392.1,0.06,8.159,0.705,23238.6,"Pipeline Natural Gas","Diesel Oil","Combustion turbine",,,,,"CSNOX, CSOSG2, CSSO2G2"
"AL","Colbert",47,"CCT10",91393,,2023,72,68.28,13427.24,,0.04,0.001,7882.819,0.059,1.807,0.0285,132644.649,"Pipeline Natural Gas",,"Combustion turbine (Started Jun 30, 2023)",,"Dry Low NOx Burners",,,"ARP, CSNOX, CSOSG2, CSSO2G2"
"AL","Colbert",47,"CCT11",91394,,2023,91,88.69,17237.36,,0.051,0.001,10083.35,0.059,2.384,0.0291,169668.075,"Pipeline Natural Gas",,"Combustion turbine (Started Jul 05, 2023)",,"Dry Low NOx Burners",,,"ARP, CSNOX, CSOSG2, CSSO2G2"
"AL","Colbert",47,"CCT2",88151,,2023,93,93,2489,,0.118,0.0298,2023.3,0.0605,8.964,0.5429,34123.6,"Pipeline Natural Gas","Diesel Oil","Combustion turbine",,,,,"CSNOX, CSOSG2, CSSO2G2"
"AL","Colbert",47,"CCT3",88152,,2023,86,86,1888,,1.205,0.086,1681.8,0.0625,8.332,0.5713,26734.4,"Pipeline Natural Gas","Diesel Oil","Combustion turbine",,,,,"CSNOX, CSOSG2, CSSO2G2"
"AL","Colbert",47,"CCT4",88153,,2023,114,114,2883,,0.75,0.0537,2501.9,0.0618,12.21,0.5527,41306.3,"Pipeline Natural Gas","Diesel Oil","Combustion turbine",,,,,"CSNOX, CSOSG2, CSSO2G2"
"AL","Colbert",47,"CCT5",88154,,2023,49,49,1021,,0.782,0.082,935.6,0.0628,5.923,0.7809,14696.5,"Pipeline Natural Gas","Diesel Oil","Combustion turbine",,,,,"CSNOX, CSOSG2, CSSO2G2"
"AL","Colbert",47,"CCT6",88155,,2023,52,52,408,,0.339,0.0719,475.1,0.062,2.98,0.7718,7549,"Pipeline Natural Gas","Diesel Oil","Combustion turbine",,,,,"CSNOX, CSOSG2, CSSO2G2"
"AL","Colbert",47,"CCT7",88156,,2023,33,33,776,,0.123,0.038,627.8,0.0609,3.778,0.737,10453.1,"Pipeline Natural Gas","Diesel Oil","Combustion turbine",,,,,"CSNOX, CSOSG2, CSSO2G2"
"AL","Colbert",47,"CCT8",88157,,2023,44,44,1004,,0.181,0.0373,842.9,0.0603,5.085,0.7361,14021.7,"Pipeline Natural Gas","Diesel Oil","Combustion turbine",,,,,"CSNOX, CSOSG2, CSSO2G2"
"AL","Colbert",47,"CCT9",91392,,2023,83,75.84,14997.82,,0.045,0.001,8974.148,0.059,2.144,0.0308,151001.955,"Pipeline Natural Gas",,"Combustion turbine (Started Jun 19, 2023)",,"Dry Low NOx Burners",,,"ARP, CSNOX, CSOSG2, CSSO2G2"
"KY","Smith Generating Facility",54,"SCT1",50,,2023,584,489.4,44386.52,,0.187,0.0011,35674.276,0.0592,18.952,0.0767,599908.668,"Pipeline Natural Gas","Residual Oil","Combustion turbine",,"Water Injection",,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
"KY","Smith Generating Facility",54,"SCT10",90542,,2023,151,126.94,8282.44,,0.024,0.001,4678.902,0.0591,0.514,0.0177,78722.368,"Pipeline Natural Gas",,"Combustion turbine",,"Water Injection|Selective Catalytic Reduction",,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
"KY","Smith Generating Facility",54,"SCT2",51,,2023,240,204.13,18959.82,,0.082,0.0011,15202.584,0.0592,9.517,0.0815,255518.994,"Pipeline Natural Gas","Residual Oil","Combustion turbine",,"Water Injection",,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
"KY","Smith Generating Facility",54,"SCT3",52,,2023,300,248.22,22998.27,,0.098,0.0011,18401.965,0.0592,10.191,0.0783,309391.464,"Pipeline Natural Gas","Residual Oil","Combustion turbine",,"Water Injection",,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
"KY","Smith Generating Facility",54,"SCT4",9271,,2023,1170,1012.75,55297.85,,0.237,0.001,46706.852,0.059,11.269,0.0364,785846.272,"Pipeline Natural Gas","Residual Oil","Combustion turbine",,"Dry Low NOx Burners|Water Injection",,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
"KY","Smith Generating Facility",54,"SCT5",9272,,2023,1139,990.35,53539.85,,0.221,0.001,43217.634,0.0591,10.441,0.036,727128.313,"Pipeline Natural Gas","Residual Oil","Combustion turbine",,"Dry Low NOx Burners|Water Injection",,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
"KY","Smith Generating Facility",54,"SCT6",89572,,2023,989,866.61,47195.34,,0.198,0.001,38202.568,0.0591,10.313,0.0403,642543.111,"Pipeline Natural Gas","Residual Oil","Combustion turbine",,"Dry Low NOx Burners|Water Injection",,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
"KY","Smith Generating Facility",54,"SCT7",89573,,2023,1063,922.6,50094.62,,0.212,0.001,40877.645,0.0591,10.93,0.04,687586.372,"Pipeline Natural Gas","Residual Oil","Combustion turbine",,"Dry Low NOx Burners|Water Injection",,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
"KY","Smith Generating Facility",54,"SCT9",90541,,2023,1858,1629.75,116134.49,,0.321,0.001,63641.774,0.0591,6.642,0.0152,1070897.637,"Pipeline Natural Gas",,"Combustion turbine",,"Water Injection|Selective Catalytic Reduction",,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
"AL","Charles R Lowman",56,"CC1",91391,,2023,2888,2878.09,1753729.47,,3.261,0.001,646064.636,0.059,86.62,0.0173,10871305.052,"Pipeline Natural Gas",,"Combined cycle (Started Feb 19, 2023)",,"Ammonia Injection (Began Feb 19, 2023)|Dry Low NOx Burners|Selective Catalytic Reduction",,,"ARP, CSNOX, CSOSG2, CSSO2G2, NSPS4T"
"NE","Platte",59,"1",56,,2023,5608,5583.98,405362.95,,353.457,0.1509,487057.496,0.105,399.189,0.1707,4643955.627,"Coal","Diesel Oil","Tangentially-fired","Dry Lime FGD","Low NOx Burner Technology w/ Closed-coupled/Separated OFA","Baghouse|Electrostatic Precipitator","Halogenated PAC Sorbent Injection","ARP, CSNOX, CSSO2G2, MATS"
"NE","Gerald Whelan Energy Center",60,"1",57,,2023,6424,6420.93,393704.68,,1652.898,0.8215,419728.269,0.105,388.048,0.1923,4002005.816,"Coal",,"Tangentially-fired",,"Overfire Air","Electrostatic Precipitator",,"ARP, CSNOX, CSSO2G2, MATS"
"NE","Gerald Whelan Energy Center",60,"2",90669,,2023,4453,4440.77,830576.61,,472.993,0.236,780773.919,0.105,579.547,0.1513,7444451.175,"Coal",,"Dry bottom wall-fired boiler","Dry Lime FGD","Selective Catalytic Reduction",,,"ARP, CSNOX, CSSO2G2, MATS"
"KS","Holcomb",108,"SGU1",60,,2023,8104,8095.77,1747062.29,,1166.489,0.1422,1773082.229,0.105,1629.74,0.1817,16905792.226,"Coal",,"Dry bottom wall-fired boiler","Dry Lime FGD","Low NOx Burner Technology (Dry Bottom only)","Baghouse","Halogenated PAC Sorbent Injection","ARP, CSNOX, CSOSG2, CSSO2G2, MATS"
"AZ","Cholla",113,"1",62,,2023,6551,6540.1,607052.26,,303.135,0.085,699427.909,0.103,598.55,0.1722,6817091.336,"Coal",,"Tangentially-fired","Wet Lime FGD","Low NOx Burner Technology w/ Separated OFA","Baghouse",,"ARP, MATS"
"AZ","Cholla",113,"3",64,,2023,5547,5521.2,1380298.05,,615.378,0.0778,1572836.666,0.1029,1383.704,0.1802,15329795.662,"Coal",,"Tangentially-fired","Wet Lime FGD","Low NOx Burner Technology w/ Closed-coupled/Separated OFA","Baghouse",,"ARP, MATS"
"AZ","Ocotillo Power Plant",116,"GT3",91277,,2023,967,874.97,73373.15,,0.203,0.001,40161.83,0.059,2.791,0.0119,675797.356,"Pipeline Natural Gas",,"Combustion turbine",,"Water Injection|Selective Catalytic Reduction",,,"ARP"
"AZ","Ocotillo Power Plant",116,"GT4",91278,,2023,2161,1921.47,173229.31,,0.473,0.001,93673.43,0.0591,6.487,0.0128,1576273.062,"Pipeline Natural Gas",,"Combustion turbine",,"Water Injection|Selective Catalytic Reduction",,,"ARP"
"AZ","Ocotillo Power Plant",116,"GT5",91279,,2023,1945,1721.79,162502.03,,0.437,0.001,86524.952,0.0591,5.933,0.0126,1455935.802,"Pipeline Natural Gas",,"Combustion turbine",,"Water Injection|Selective Catalytic Reduction",,,"ARP"
"AZ","Ocotillo Power Plant",116,"GT6",91280,,2023,2612,2271.08,200183.26,,0.545,0.001,107865.773,0.059,7.794,0.0142,1815061.023,"Pipeline Natural Gas",,"Combustion turbine",,"Water Injection|Selective Catalytic Reduction",,,"ARP"
"AZ","Ocotillo Power Plant",116,"GT7",91281,,2023,288,225.57,17395.46,,0.049,0.001,9645,0.0592,0.687,0.0187,162293.661,"Pipeline Natural Gas",,"Combustion turbine",,"Water Injection|Selective Catalytic Reduction",,,"ARP"
"AZ","APS West Phoenix Power Plant",117,"CC4",70,,2023,4704,4678.15,428018.33,,1.031,0.001,204187.956,0.059,47.795,0.0292,3435846.208,"Pipeline Natural Gas",,"Combined cycle",,"Dry Low NOx Burners",,,"ARP"
"AZ","APS West Phoenix Power Plant",117,"CC5A",71,,2023,4650,4571.98,880711.37,,1.983,0.001,392757.43,0.059,44.514,0.0157,6608962.811,"Pipeline Natural Gas",,"Combined cycle",,"Dry Low NOx Burners|Selective Catalytic Reduction",,,"ARP"
"AZ","APS West Phoenix Power Plant",117,"CC5B",88097,,2023,4291,4212.18,804252.63,,1.88,0.001,372481.416,0.059,41.177,0.0156,6267709.406,"Pipeline Natural Gas",,"Combined cycle",,"Dry Low NOx Burners|Selective Catalytic Reduction",,,"ARP"
"AZ","APS Saguaro Power Plant",118,"CT3",8250,,2023,2346,2105.03,129391.26,,0.483,0.001,95661.122,0.0591,24.419,0.0397,1609688.576,"Pipeline Natural Gas",,"Combustion turbine",,"Dry Low NOx Burners",,,"ARP"
"AZ","Yucca Power Plant",120,"1",74,,2023,69,66.63,1302,,0.005,0.001,1048.817,0.0592,0.55,0.059,17654.121,"Pipeline Natural Gas","Residual Oil","Tangentially-fired",,,,,"ARP"
"AZ","Yucca Power Plant",120,"CT5",89724,,2023,2405,2056.95,82725.37,,0.244,0.001,48369.857,0.0593,4.277,0.0191,813870.205,"Pipeline Natural Gas",,"Combustion turbine",,"Selective Catalytic Reduction",,,"ARP"
"AZ","Yucca Power Plant",120,"CT6",89725,,2023,2420,2080.71,86594.55,,0.253,0.001,50113.688,0.0592,4.601,0.0177,843219.21,"Pipeline Natural Gas",,"Combustion turbine",,"Selective Catalytic Reduction",,,"ARP"
"AZ","De Moss Petrie Generating Station",124,"GT1",76,,2023,53,34.08,1343.8,,0.032,0.0034,1099.476,0.0592,0.481,0.0722,18501.683,"Natural Gas",,"Combustion turbine",,"Dry Low NOx Burners",,,"ARP"
"AZ","Irvington Generating Station",126,"3",79,,2023,6158,6148.75,332954.42,,6.386,0.0036,216870.125,0.0591,386.756,0.1994,3649258.079,"Natural Gas","Residual Oil","Tangentially-fired",,,,,"ARP"
"AZ","Irvington Generating Station",126,"4",80,,2023,5702,5694.47,523994.23,,9.366,0.0036,318037.86,0.0591,429.741,0.1606,5351589.181,"Natural Gas","Other Gas","Dry bottom wall-fired boiler",,"Low NOx Burner Technology w/ Overfire Air",,,"ARP"
"SC","Cross",130,"1",82,,2023,3592,3572.32,1287556.99,,690.096,0.0876,1382813.482,0.103,544.924,0.0798,13477723.305,"Coal","Residual Oil","Dry bottom wall-fired boiler","Wet Limestone","Selective Catalytic Reduction|Low NOx Burner Technology w/ Overfire Air","Electrostatic Precipitator",,"ARP, CSNOX, CSSO2G2, MATS, SIPNOX"
"SC","Cross",130,"2",83,,2023,2036,2014.76,612178.03,,601.689,0.1683,652292.945,0.1028,233.93,0.0716,6357646.764,"Coal","Residual Oil","Tangentially-fired","Wet Limestone","Selective Catalytic Reduction|Low NOx Burner Technology w/ Closed-coupled OFA","Electrostatic Precipitator",,"ARP, CSNOX, CSSO2G2, MATS, SIPNOX"
"SC","Cross",130,"3",89490,,2023,7632,7621.21,3507605.91,,1770.605,0.101,3336914.69,0.103,1140.646,0.07,32523503.143,"Coal","Diesel Oil","Tangentially-fired","Wet Limestone","Low NOx Burner Technology w/ Closed-coupled/Separated OFA|Selective Catalytic Reduction","Electrostatic Precipitator",,"ARP, CSNOX, CSSO2G2, MATS, SIPNOX"
"SC","Cross",130,"4",89491,,2023,8117,8097.9,3757153.49,,1575.617,0.0762,3935795.508,0.1029,1345.028,0.07,38360621.332,"Coal","Diesel Oil","Tangentially-fired","Wet Limestone","Low NOx Burner Technology w/ Closed-coupled/Separated OFA|Selective Catalytic Reduction","Electrostatic Precipitator",,"ARP, CSNOX, CSSO2G2, MATS, SIPNOX"
"FL","Seminole (136)",136,"1",84,,2023,2716,2705.12,1245867.94,,949.836,0.1533,1249984.642,0.103,402.579,0.0685,12183103.412,"Coal","Diesel Oil","Dry bottom wall-fired boiler","Wet Limestone (Retired Dec 20, 2023)","Selective Catalytic Reduction (Retired Dec 20, 2023)|Low NOx Burner Technology w/ Overfire Air (Retired Dec 20, 2023)","Electrostatic Precipitator (Retired Dec 20, 2023)",,"ARP, MATS"
"FL","Seminole (136)",136,"2",85,,2023,6443,6409.62,3000683.47,,2232.939,0.1982,2891354.614,0.1025,801.405,0.0588,28180840.865,"Coal","Diesel Oil","Dry bottom wall-fired boiler","Wet Limestone","Selective Catalytic Reduction|Low NOx Burner Technology w/ Overfire Air","Electrostatic Precipitator",,"ARP, MATS"
"FL","Seminole (136)",136,"CT1",91414,,2023,5899,5874.49,3066372.8,,5.809,0.001,1150755.659,0.059,133.589,0.0145,19363740.899,"Natural Gas",,"Combined cycle",,"Dry Low NOx Burners|Selective Catalytic Reduction",,,"ARP, NSPS4T"
"FL","Seminole (136)",136,"CT2",91415,,2023,5969,5945.79,3085495.43,,5.858,0.001,1160499.312,0.059,128.099,0.0151,19527595.513,"Natural Gas",,"Combined cycle",,"Dry Low NOx Burners|Selective Catalytic Reduction",,,"ARP, NSPS4T"
"AZ","Agua Fria Generating Station",141,"1",86,,2023,1364,1261.08,64210.15,,0.203,0.001,40231.681,0.0592,87.733,0.2028,676979.536,"Pipeline Natural Gas",,"Dry bottom wall-fired boiler",,,,,"ARP"
"AZ","Agua Fria Generating Station",141,"2",87,,2023,1164,1079.31,51981.15,,0.168,0.001,33228.065,0.0596,66.245,0.1861,559117.158,"Pipeline Natural Gas",,"Dry bottom wall-fired boiler",,,,,"ARP"
"AZ","Agua Fria Generating Station",141,"3",88,,2023,565,537.83,29198.04,,0.097,0.001,19274.15,0.06,58.028,0.214,324309.456,"Pipeline Natural Gas",,"Dry bottom turbo-fired boiler",,,,,"ARP"
"AZ","Agua Fria Generating Station",141,"7",91419,,2023,324,227.25,8351.27,,0.024,0.001,4666.058,0.0594,0.627,0.0323,78528.853,"Pipeline Natural Gas",,"Combustion turbine",,"Water Injection|Selective Catalytic Reduction",,,"ARP"
"AZ","Agua Fria Generating Station",141,"8",91420,,2023,359,252.56,9766.33,,0.027,0.001,5344.736,0.0593,0.647,0.0322,89927.026,"Pipeline Natural Gas",,"Combustion turbine",,"Water Injection|Selective Catalytic Reduction",,,"ARP"
"AZ","Kyrene Generating Station",147,"K-7",91,,2023,6069,5997.33,1285009.72,,2.676,0.001,530083.426,0.059,42.571,0.0131,8919617.088,"Pipeline Natural Gas",,"Combined cycle",,"Dry Low NOx Burners|Selective Catalytic Reduction",,,"ARP"
"AZ","Apache Station",160,"1",92,,2023,4695,4683.41,204101.85,,0.679,0.001,134427.425,0.0591,42.274,0.0373,2261985.194,"Pipeline Natural Gas",,"Dry bottom wall-fired boiler",,,,,"ARP"
"AZ","Apache Station",160,"2",93,,2023,5549,5523.98,605459.45,,1.864,0.001,370786.485,0.0586,182.5,0.0583,6254897.448,"Pipeline Natural Gas",,"Dry bottom turbo-fired boiler","Wet Lime FGD","Overfire Air","Electrostatic Precipitator|Wet Scrubber",,"ARP, MATS"
"AZ","Apache Station",160,"3",94,,2023,6933,6917.01,1103443.31,,135.944,0.0217,898737.494,0.0801,944.665,0.1647,10838290.972,"Coal","Pipeline Natural Gas","Dry bottom turbo-fired boiler","Wet Lime FGD","Overfire Air","Electrostatic Precipitator|Wet Scrubber",,"ARP, MATS"
"AZ","Apache Station",160,"4",88320,,2023,4081,3802.49,124919.63,,0.4,0.001,79170.619,0.0593,13.665,0.0258,1332189.498,"Pipeline Natural Gas",,"Combustion turbine",,"Water Injection|Selective Catalytic Reduction",,,"ARP"
"OK","Grand River Dam Authority",165,"1",95,,2023,0,0,,,,,,,,,,"Coal","Diesel Oil, Pipeline Natural Gas","Dry bottom wall-fired boiler",,"Overfire Air","Electrostatic Precipitator",,
"OK","Grand River Dam Authority",165,"2",96,,2023,3140,3100.24,848229.09,,779.634,0.1554,1009177.033,0.0964,734.563,0.1297,9747312.387,"Coal","Diesel Oil, Pipeline Natural Gas","Dry bottom wall-fired boiler","Dry Lime FGD","Low NOx Burner Technology w/ Overfire Air","Baghouse","Untreated PAC Sorbent Injection","ARP, CSOSG2, MATS"
"OK","Grand River Dam Authority",165,"3",91186,,2023,7327,7305.37,2942005.71,,5.777,0.001,1144409.512,0.059,262.167,0.0279,19256874.529,"Pipeline Natural Gas",,"Combined cycle",,"Selective Catalytic Reduction",,,"ARP, CSOSG2, NSPS4T"
"AR","Lake Catherine",170,"4",107,,2023,798,783.65,175675.9,,0.558,0.001,110584.027,0.059,234.077,0.215,1860793.213,"Pipeline Natural Gas",,"Dry bottom wall-fired boiler",,,,,"ARP, CSOSG2"
"AR","Thomas Fitzhugh",201,"2",88375,,2023,3225,3173.83,411773.43,,1.153,0.0011,211302.118,0.059,143.356,0.0812,3555359.688,"Pipeline Natural Gas","Diesel Oil","Combined cycle",,"Dry Low NOx Burners|Water Injection",,,"ARP, CSOSG2"
"AR","Carl Bailey",202,"01",111,,2023,0,0,,,,,,,,,,"Pipeline Natural Gas","Residual Oil","Dry bottom wall-fired boiler",,,,,"ARP, CSOSG2"
"AR","McClellan",203,"01",112,,2023,982,936.26,,297379.1,0.67,0.002,28488.873,0.0585,80.597,0.2344,488713.488,"Pipeline Natural Gas","Residual Oil","Dry bottom wall-fired boiler",,,,,"ARP, CSOSG2"
"CA","Moss Landing Power Plant",260,"1A",149,,2023,6784,6535.09,1544994.31,,3.311,0.001,621842.121,0.0624,46.106,0.0132,11037482.277,"Pipeline Natural Gas",,"Combined cycle",,"Dry Low NOx Burners|Selective Catalytic Reduction",,,"ARP"
"CA","Moss Landing Power Plant",260,"2A",152,,2023,6477,6206.65,1484996.44,,3.15,0.001,591557.113,0.0655,44.515,0.0143,10500439.885,"Pipeline Natural Gas",,"Combined cycle",,"Dry Low NOx Burners|Selective Catalytic Reduction",,,"ARP"
