"State","Facility Name","Facility ID","Unit ID","unit_id","Associated Stacks","Year","Operating Time Count","Sum of the Operating Time","Gross Load (MWh)","Steam Load (1000 lb)","SO2 Mass (short tons)","SO2 Rate (lbs/mmBtu)","CO2 Mass (short tons)","CO2 Rate (short tons/mmBtu)","NOx Mass (short tons)","NOx Rate (lbs/mmBtu)","Heat Input (mmBtu)","Primary Fuel Type","Secondary Fuel Type","Unit Type","SO2 Controls","NOx Controls","PM Controls","Hg Controls","Program Code"
"AL","Gadsden",7,"2",12,"CS0BAN",2014,3340,3333.75,,846458.75,1006.762,1.1437,146581.532,0.0792,292.229,0.3178,1877480.825,"Coal","Diesel Oil, Pipeline Natural Gas","Tangentially-fired",,,"Electrostatic Precipitator",,"ARP, CAIRNOX, CAIROS, CAIRSO2"
"AL","Gorgas",8,"10",13,"CS0DCN",2014,7094,7077,4559298.5,,836.317,0.0625,4111599.764,0.1029,3170.434,0.1621,40074059.925,"Coal","Diesel Oil","Tangentially-fired","Wet Limestone","Low NOx Burner Technology w/ Separated OFA|Selective Catalytic Reduction","Electrostatic Precipitator",,"ARP, CAIRNOX, CAIROS, CAIRSO2"
"AL","Gorgas",8,"6",15,"CS0DAN",2014,743,738.25,51244,,601.835,1.9749,58554.855,0.103,124.888,0.4087,570713.4,"Coal","Diesel Oil","Dry bottom wall-fired boiler",,"Low NOx Burner Technology (Dry Bottom only)","Electrostatic Precipitator",,"ARP, CAIRNOX, CAIROS, CAIRSO2"
"AL","Gorgas",8,"7",16,"CS0DAN",2014,793,785.25,50699.5,,620.907,1.9802,59702.795,0.103,128.814,0.4135,581902.65,"Coal","Diesel Oil","Dry bottom wall-fired boiler",,"Low NOx Burner Technology (Dry Bottom only)","Electrostatic Precipitator",,"ARP, CAIRNOX, CAIROS, CAIRSO2"
"AL","Gorgas",8,"8",17,"CS0DCN",2014,5624,5616.25,568053.75,,111.041,0.0426,515316.014,0.103,441.301,0.1677,5022573.125,"Coal","Diesel Oil","Tangentially-fired","Wet Limestone","Low NOx Burner Technology w/ Closed-coupled/Separated OFA","Electrostatic Precipitator",,"ARP, CAIRNOX, CAIROS, CAIRSO2"
"AL","Gorgas",8,"9",18,"CS0DCN",2014,4565,4558.25,440656.75,,80.84,0.0393,399956.51,0.103,350.538,0.1752,3898212,"Coal","Diesel Oil","Tangentially-fired","Wet Limestone","Low NOx Burner Technology w/ Closed-coupled/Separated OFA","Electrostatic Precipitator",,"ARP, CAIRNOX, CAIROS, CAIRSO2"
"TX","Copper Station",9,"CTG-1",90211,,2014,1200,1072.3,40140.9,,0.193,0.001,,,84.76,0.2565,644028.685,"Pipeline Natural Gas",,"Combustion turbine",,"Water Injection",,,"CAIRNOX, CAIRSO2"
"AL","Greene County",10,"1",19,"CS0EBN",2014,7302,7274.75,1316238.75,,15443.885,2.4758,1285935.933,0.103,2334.016,0.3692,12533497.2,"Coal","Diesel Oil, Pipeline Natural Gas","Cell burner boiler",,"Low NOx Cell Burner|Overfire Air (Retired May 01, 2014)","Electrostatic Precipitator",,"ARP, CAIRNOX, CAIROS, CAIRSO2"
"AL","Greene County",10,"2",20,"CS0EBN",2014,8380,8368.75,1653891.25,,19425.487,2.5142,1580499.717,0.1029,2862.394,0.3683,15404504.1,"Coal","Diesel Oil","Dry bottom wall-fired boiler",,"Low NOx Burner Technology (Dry Bottom only)","Electrostatic Precipitator",,"ARP, CAIRNOX, CAIROS, CAIRSO2"
"AL","Greene County",10,"CT10",21,,2014,39,31,1801,,0.245,0.0132,1689.798,0.1922,0.969,0.0811,24124.5,"Pipeline Natural Gas","Diesel Oil","Combustion turbine",,"Water Injection",,,"ARP, CAIRNOX, CAIROS, CAIRSO2"
"AL","Greene County",10,"CT2",22,,2014,221,190.75,11496,,4.147,0.0471,10733.709,0.1198,6.906,0.0911,151719.7,"Pipeline Natural Gas","Diesel Oil","Combustion turbine",,"Water Injection",,,"ARP, CAIRNOX, CAIROS, CAIRSO2"
"AL","Greene County",10,"CT3",23,,2014,325,270,15737.5,,6.962,0.0561,15277.295,0.1074,8.305,0.0786,209833.9,"Pipeline Natural Gas","Diesel Oil","Combustion turbine",,"Water Injection",,,"ARP, CAIRNOX, CAIROS, CAIRSO2"
"AL","Greene County",10,"CT4",24,,2014,358,307.5,18873,,4.714,0.0318,17077.896,0.1031,10.534,0.0833,247849.325,"Pipeline Natural Gas","Diesel Oil","Combustion turbine",,"Water Injection",,,"ARP, CAIRNOX, CAIROS, CAIRSO2"
"AL","Greene County",10,"CT5",25,,2014,253,217,13610.5,,4.708,0.0442,12288.187,0.1152,7.475,0.0825,175894.3,"Pipeline Natural Gas","Diesel Oil","Combustion turbine",,"Water Injection",,,"ARP, CAIRNOX, CAIROS, CAIRSO2"
"AL","Greene County",10,"CT6",26,,2014,342,293,18203.5,,4.315,0.0308,16367.591,0.1128,8.846,0.0736,238740.95,"Pipeline Natural Gas","Diesel Oil","Combustion turbine",,"Water Injection",,,"ARP, CAIRNOX, CAIROS, CAIRSO2"
"AL","Greene County",10,"CT7",27,,2014,217,187,11405.25,,1.249,0.0145,10408.899,0.1528,6.182,0.0801,152336.925,"Pipeline Natural Gas","Diesel Oil","Combustion turbine",,"Water Injection",,,"ARP, CAIRNOX, CAIROS, CAIRSO2"
"AL","Greene County",10,"CT8",28,,2014,154,128,7729,,3.289,0.0568,7245.887,0.1162,4.591,0.0898,100166.975,"Pipeline Natural Gas","Diesel Oil","Combustion turbine",,"Water Injection",,,"ARP, CAIRNOX, CAIROS, CAIRSO2"
"AL","Greene County",10,"CT9",29,,2014,172,146.5,9348.25,,3.598,0.0511,8649.591,0.1345,5.774,0.0932,120649.325,"Pipeline Natural Gas","Diesel Oil","Combustion turbine",,"Water Injection",,,"ARP, CAIRNOX, CAIROS, CAIRSO2"
"AL","E C Gaston",26,"1",30,"CS0CAN",2014,6036,6027,544345.75,,6738.048,2.2991,599544.887,0.103,1077.859,0.3692,5843586.375,"Coal","Diesel Oil","Dry bottom wall-fired boiler",,"Low NOx Burner Technology (Dry Bottom only)","Electrostatic Precipitator",,"ARP, CAIRNOX, CAIROS, CAIRSO2"
"AL","E C Gaston",26,"2",31,"CS0CAN",2014,4961,4954,475347.5,,5936.665,2.288,526388.563,0.103,967.785,0.3752,5130543.9,"Coal","Diesel Oil","Dry bottom wall-fired boiler",,"Low NOx Burner Technology (Dry Bottom only)","Baghouse|Electrostatic Precipitator",,"ARP, CAIRNOX, CAIROS, CAIRSO2"
"AL","E C Gaston",26,"3",32,"CS0CBN",2014,6869,6863.75,772926.75,,10204.634,2.3239,899316.027,0.103,1710.645,0.3751,8765301.875,"Coal","Diesel Oil","Dry bottom wall-fired boiler",,"Low NOx Burner Technology (Dry Bottom only)","Baghouse|Electrostatic Precipitator",,"ARP, CAIRNOX, CAIROS, CAIRSO2"
"AL","E C Gaston",26,"4",33,"CS0CBN",2014,5130,5122.25,499462.75,,6394.575,2.3359,559547.298,0.103,1015.433,0.3654,5453695.75,"Coal","Diesel Oil","Dry bottom wall-fired boiler",,"Low NOx Burner Technology (Dry Bottom only)","Electrostatic Precipitator",,"ARP, CAIRNOX, CAIROS, CAIRSO2"
"AL","E C Gaston",26,"5",34,"MS5A, MS5B",2014,5956,5940.5,4668847.75,,5267.94,0.2811,5048832.6,0.103,4703.327,0.1978,49208894.425,"Coal","Diesel Oil","Tangentially-fired","Wet Limestone","Low NOx Burner Technology w/ Separated OFA|Selective Catalytic Reduction","Electrostatic Precipitator",,"ARP, CAIRNOX, CAIROS, CAIRSO2"
"AL","Colbert",47,"1",35,"CSCO14",2014,7987,7973.99,1059007.27,,5899.648,1.1518,1069494.901,0.104,2445.373,0.4704,10309359.854,"Coal",,"Dry bottom wall-fired boiler",,"Low NOx Burner Technology (Dry Bottom only)","Electrostatic Precipitator",,"ARP, CAIRNOX, CAIROS, CAIRSO2"
"AL","Colbert",47,"2",36,"CSCO14",2014,6825,6798.97,899434.24,,4945.713,1.1199,912204.974,0.104,2041.018,0.466,8793178.591,"Coal",,"Dry bottom wall-fired boiler",,"Low NOx Burner Technology (Dry Bottom only)","Electrostatic Precipitator",,"ARP, CAIRNOX, CAIROS, CAIRSO2"
"AL","Colbert",47,"3",37,"CSCO14",2014,7718,7698.95,1014977.16,,5715.03,1.1643,1013876.837,0.104,2330.711,0.4743,9773235.08,"Coal",,"Dry bottom wall-fired boiler",,"Low NOx Burner Technology (Dry Bottom only)","Electrostatic Precipitator",,"ARP, CAIRNOX, CAIROS, CAIRSO2"
"AL","Colbert",47,"4",38,"CSCO14",2014,6989,6980.8,927621,,5066.49,1.1446,927462.244,0.104,2154.055,0.4774,8940245.919,"Coal",,"Dry bottom wall-fired boiler",,"Low NOx Burner Technology (Dry Bottom only)","Electrostatic Precipitator",,"ARP, CAIRNOX, CAIROS, CAIRSO2"
"AL","Colbert",47,"5",39,,2014,0,0,,,,,,,,,,"Coal",,"Dry bottom wall-fired boiler",,"Selective Catalytic Reduction|Low NOx Burner Technology (Dry Bottom only)","Electrostatic Precipitator",,"ARP, CAIRNOX, CAIROS, CAIRSO2"
"AL","Colbert",47,"CCT1",88150,,2014,43,43,1195,,1.61,0.2324,,,3.954,0.5179,15805.2,"Pipeline Natural Gas","Diesel Oil","Combustion turbine",,,,,"CAIRNOX, CAIROS, CAIRSO2"
"AL","Colbert",47,"CCT2",88151,,2014,48,48,1443,,2.177,0.2609,,,4.978,0.5356,19409.4,"Pipeline Natural Gas","Diesel Oil","Combustion turbine",,,,,"CAIRNOX, CAIROS, CAIRSO2"
"AL","Colbert",47,"CCT3",88152,,2014,33,33,902,,1.091,0.2036,,,3.005,0.5002,12454.8,"Pipeline Natural Gas","Diesel Oil","Combustion turbine",,,,,"CAIRNOX, CAIROS, CAIRSO2"
"AL","Colbert",47,"CCT4",88153,,2014,48,48,1326,,1.493,0.179,,,4.259,0.4851,17820.3,"Pipeline Natural Gas","Diesel Oil","Combustion turbine",,,,,"CAIRNOX, CAIROS, CAIRSO2"
"AL","Colbert",47,"CCT5",88154,,2014,7,7,9,,0.122,0.5,,,0.166,0.683,487,"Pipeline Natural Gas","Diesel Oil","Combustion turbine",,,,,"CAIRNOX, CAIROS, CAIRSO2"
"AL","Colbert",47,"CCT6",88155,,2014,5,5,166,,0.001,0.001,,,0.421,0.375,2246,"Pipeline Natural Gas","Diesel Oil","Combustion turbine",,,,,"CAIRNOX, CAIROS, CAIRSO2"
"AL","Colbert",47,"CCT7",88156,,2014,44,44,1297,,1.686,0.2323,,,4.098,0.5177,16327.1,"Pipeline Natural Gas","Diesel Oil","Combustion turbine",,,,,"CAIRNOX, CAIROS, CAIRSO2"
"AL","Colbert",47,"CCT8",88157,,2014,36,36,1040,,1.936,0.2644,,,3.884,0.5376,14361,"Pipeline Natural Gas","Diesel Oil","Combustion turbine",,,,,"CAIRNOX, CAIROS, CAIRSO2"
"AL","Widows Creek",50,"1",40,"CSWC16",2014,0,0,,,,,,,,,,"Coal",,"Dry bottom wall-fired boiler",,"Low NOx Burner Technology (Dry Bottom only)","Electrostatic Precipitator",,"ARP, CAIRNOX, CAIROS, CAIRSO2"
"AL","Widows Creek",50,"2",41,"CSWC16",2014,0,0,,,,,,,,,,"Coal",,"Dry bottom wall-fired boiler",,"Low NOx Burner Technology (Dry Bottom only)","Electrostatic Precipitator",,"ARP, CAIRNOX, CAIROS, CAIRSO2"
"AL","Widows Creek",50,"3",42,"CSWC16",2014,0,0,,,,,,,,,,"Coal",,"Dry bottom wall-fired boiler",,"Low NOx Burner Technology (Dry Bottom only)","Electrostatic Precipitator",,"ARP, CAIRNOX, CAIROS, CAIRSO2"
"AL","Widows Creek",50,"4",43,"CSWC16",2014,0,0,,,,,,,,,,"Coal",,"Dry bottom wall-fired boiler",,"Low NOx Burner Technology (Dry Bottom only)","Electrostatic Precipitator",,"ARP, CAIRNOX, CAIROS, CAIRSO2"
"AL","Widows Creek",50,"5",44,"CSWC16",2014,0,0,,,,,,,,,,"Coal",,"Dry bottom wall-fired boiler",,"Low NOx Burner Technology (Dry Bottom only)","Electrostatic Precipitator",,"ARP, CAIRNOX, CAIROS, CAIRSO2"
"AL","Widows Creek",50,"6",45,"CSWC16",2014,0,0,,,,,,,,,,"Coal",,"Dry bottom wall-fired boiler",,"Low NOx Burner Technology (Dry Bottom only)","Electrostatic Precipitator",,"ARP, CAIRNOX, CAIROS, CAIRSO2"
"AL","Widows Creek",50,"7",46,,2014,7273,7259.75,2479692,,3620.507,0.2758,2612742.875,0.1029,912.978,0.0775,25465333.575,"Coal",,"Tangentially-fired","Wet Limestone","Low NOx Burner Technology w/ Separated OFA|Selective Catalytic Reduction","Electrostatic Precipitator",,"ARP, CAIRNOX, CAIROS, CAIRSO2"
"AL","Widows Creek",50,"8",47,,2014,5347,5340,1651945.25,,2650.011,0.2798,1868105.3,0.1029,781.921,0.0953,18207654.9,"Coal",,"Tangentially-fired","Wet Limestone","Low NOx Burner Technology w/ Separated OFA|Selective Catalytic Reduction","Wet Scrubber",,"ARP, CAIRNOX, CAIROS, CAIRSO2"
"LA","Dolet Hills Power Station",51,"1",48,,2014,4925,4915.6,3137356.91,,14176.937,0.9172,3244987.246,0.109,3039.795,0.1977,29805658.124,"Coal",,"Dry bottom wall-fired boiler","Wet Limestone","Low NOx Burner Technology w/ Overfire Air|Selective Non-catalytic Reduction","Baghouse (Began Oct 22, 2014)|Electrostatic Precipitator (Retired Oct 21, 2014)",,"ARP, CAIRNOX, CAIROS, CAIRSO2"
"KY","Smith Generating Facility",54,"SCT1",50,,2014,311,261.98,24367.07,,0.102,0.0011,19179.345,0.0583,12.966,0.082,322618.079,"Pipeline Natural Gas","Residual Oil","Combustion turbine",,"Water Injection",,,"ARP, CAIRNOX, CAIROS, CAIRSO2"
"KY","Smith Generating Facility",54,"SCT10",90542,,2014,1216,1075.12,72107.52,,0.201,0.001,39738.047,0.0591,4.17,0.0158,668673.871,"Pipeline Natural Gas",,"Combustion turbine",,"Water Injection|Selective Catalytic Reduction",,,"ARP, CAIRNOX, CAIROS, CAIRSO2"
"KY","Smith Generating Facility",54,"SCT2",51,,2014,678,619.12,56135.69,,0.226,0.001,44519.262,0.0588,30.871,0.0817,749080.181,"Pipeline Natural Gas","Residual Oil","Combustion turbine",,"Water Injection",,,"ARP, CAIRNOX, CAIROS, CAIRSO2"
"KY","Smith Generating Facility",54,"SCT3",52,,2014,667,619,58982.4,,0.239,0.001,45987.539,0.059,29.683,0.0774,773694.613,"Pipeline Natural Gas","Residual Oil","Combustion turbine",,"Water Injection",,,"ARP, CAIRNOX, CAIROS, CAIRSO2"
"KY","Smith Generating Facility",54,"SCT4",9271,,2014,811,728.63,51951.11,,0.201,0.0011,38966.919,0.0591,9.309,0.0353,655603.368,"Pipeline Natural Gas","Residual Oil","Combustion turbine",,"Dry Low NOx Burners|Water Injection",,,"ARP, CAIRNOX, CAIROS, CAIRSO2"
"KY","Smith Generating Facility",54,"SCT5",9272,,2014,716,646.25,47213.71,,0.178,0.001,34687.062,0.059,10.354,0.0404,583596.49,"Pipeline Natural Gas","Residual Oil","Combustion turbine",,"Dry Low NOx Burners|Water Injection",,,"ARP, CAIRNOX, CAIROS, CAIRSO2"
"KY","Smith Generating Facility",54,"SCT6",89572,,2014,743,667.32,47457.04,,0.186,0.001,35604.75,0.059,9.212,0.0362,598997.181,"Pipeline Natural Gas","Residual Oil","Combustion turbine",,"Dry Low NOx Burners|Water Injection",,,"ARP, CAIRNOX, CAIROS, CAIRSO2"
"KY","Smith Generating Facility",54,"SCT7",89573,,2014,801,715.74,50872.64,,0.195,0.001,37718.626,0.059,10.162,0.0384,634608.878,"Pipeline Natural Gas","Residual Oil","Combustion turbine",,"Dry Low NOx Burners|Water Injection",,,"ARP, CAIRNOX, CAIROS, CAIRSO2"
"KY","Smith Generating Facility",54,"SCT9",90541,,2014,1217,1081.24,71444.22,,0.198,0.001,39278.499,0.0592,4.127,0.0155,660957.862,"Pipeline Natural Gas",,"Combustion turbine",,"Water Injection|Selective Catalytic Reduction",,,"ARP, CAIRNOX, CAIROS, CAIRSO2"
"AL","Charles R Lowman",56,"1",53,"CS004, MS001",2014,2983,2970.8,160855.12,,1971.516,1.9278,196042.935,0.103,419.527,0.4016,1910771.8,"Coal",,"Dry bottom wall-fired boiler","Wet Limestone","Low NOx Burner Technology (Dry Bottom only)","Electrostatic Precipitator",,"ARP, CAIRNOX, CAIROS, CAIRSO2"
"AL","Charles R Lowman",56,"2",54,"CS004",2014,4330,4317.13,777469.8,,698.306,0.1585,857941.693,0.103,1267.986,0.3011,8362032.537,"Coal",,"Dry bottom wall-fired boiler","Wet Limestone","Selective Catalytic Reduction|Overfire Air","Electrostatic Precipitator",,"ARP, CAIRNOX, CAIROS, CAIRSO2"
"AL","Charles R Lowman",56,"3",55,"MS03C, MS03D",2014,6560,6543.36,1194928.19,,1876.6,0.2811,1312866.663,0.103,2298.651,0.3542,12795942.895,"Coal",,"Dry bottom wall-fired boiler","Wet Limestone","Selective Catalytic Reduction|Overfire Air","Electrostatic Precipitator",,"ARP, CAIRNOX, CAIROS, CAIRSO2"
"NE","Platte",59,"1",56,,2014,8068,8055.3,576881.43,,1452.409,0.4361,695490.205,0.105,710.243,0.225,6631408.856,"Coal","Diesel Oil","Tangentially-fired","Dry Lime FGD (Began Oct 20, 2014)","Low NOx Burner Technology w/ Closed-coupled/Separated OFA","Baghouse (Began Oct 20, 2014)|Electrostatic Precipitator","Halogenated PAC Sorbent Injection (Began Oct 20, 2014)","ARP"
"NE","Gerald Whelan Energy Center",60,"1",57,,2014,8097,8086.13,485889.47,,2301.402,0.824,603752.726,0.1049,570.31,0.2033,5756657.916,"Coal",,"Tangentially-fired",,"Overfire Air","Electrostatic Precipitator",,"ARP"
"NE","Gerald Whelan Energy Center",60,"2",90669,,2014,7311,7277.86,1352153.89,,597.433,0.1856,1354223.848,0.1049,434.605,0.0665,12912115.048,"Coal",,"Dry bottom wall-fired boiler","Dry Lime FGD","Selective Catalytic Reduction",,,"ARP"
"NM","Escalante",87,"1",59,,2014,7611,7586.1,1492632.21,,731.766,0.0964,1567634.466,0.105,2578.751,0.3402,14946929.18,"Coal","Natural Gas, Other Oil","Tangentially-fired","Wet Limestone","Other","Baghouse",,"ARP"
"KS","Holcomb",108,"SGU1",60,,2014,8515,8509.36,2165220.81,,1544.635,0.1428,2233477.438,0.105,1722.129,0.1592,21295583.942,"Coal",,"Dry bottom wall-fired boiler","Dry Lime FGD","Low NOx Burner Technology (Dry Bottom only)","Baghouse",,"ARP"
"AZ","Cholla",113,"1",62,,2014,8188,8181.02,858271.59,,603.846,0.1236,989512.421,0.103,980.022,0.2045,9644400.589,"Coal",,"Tangentially-fired","Wet Lime FGD","Low NOx Burner Technology w/ Separated OFA","Baghouse",,"ARP"
"AZ","Cholla",113,"2",63,,2014,7733,7722.44,1835722.75,,1136.368,0.1209,1929359.84,0.103,2783.175,0.2955,18804689.995,"Coal",,"Tangentially-fired","Wet Lime FGD","Low NOx Burner Technology w/ Closed-coupled/Separated OFA","Cyclone",,"ARP"
"AZ","Cholla",113,"3",64,,2014,7262,7243.77,1733322.95,,656.695,0.0684,1963436.419,0.103,2093.849,0.2199,19136835.085,"Coal",,"Tangentially-fired","Wet Lime FGD","Low NOx Burner Technology w/ Closed-coupled/Separated OFA","Baghouse",,"ARP"
"AZ","Cholla",113,"4",65,,2014,8114,8098.25,2893266.51,,1409.512,0.0863,3327848.652,0.103,3089.158,0.1894,32435180.281,"Coal",,"Tangentially-fired","Wet Lime FGD","Low NOx Burner Technology w/ Closed-coupled/Separated OFA","Baghouse",,"ARP"
"AZ","Ocotillo Power Plant",116,"1",66,,2014,1514,1382.82,52199.82,,0.19,0.001,37691.543,0.0592,46.097,0.1129,634223.528,"Pipeline Natural Gas","Residual Oil","Tangentially-fired",,,,,"ARP"
"AZ","Ocotillo Power Plant",116,"2",67,,2014,873,803.82,26556.72,,0.103,0.001,20428.611,0.0592,24.419,0.109,343771.778,"Pipeline Natural Gas","Residual Oil","Tangentially-fired",,,,,"ARP"
"AZ","APS West Phoenix Power Plant",117,"CC4",70,,2014,1038,956.87,79443.62,,0.208,0.001,41240.909,0.0591,12.422,0.0453,693975.824,"Pipeline Natural Gas",,"Combined cycle",,"Dry Low NOx Burners",,,"ARP"
"AZ","APS West Phoenix Power Plant",117,"CC5A",71,,2014,4449,4373.82,765387.75,,1.776,0.001,351828.782,0.059,54.545,0.0213,5920153.759,"Pipeline Natural Gas",,"Combined cycle",,"Dry Low NOx Burners|Selective Catalytic Reduction",,,"ARP"
"AZ","APS West Phoenix Power Plant",117,"CC5B",88097,,2014,3644,3599.19,634133.57,,1.476,0.001,292327.45,0.059,43.916,0.02,4918953.024,"Pipeline Natural Gas",,"Combined cycle",,"Dry Low NOx Burners|Selective Catalytic Reduction",,,"ARP"
"AZ","APS Saguaro Power Plant",118,"1",72,"CS1",2014,0,0,,,,,,,,,,"Pipeline Natural Gas","Residual Oil","Tangentially-fired",,,,,
"AZ","APS Saguaro Power Plant",118,"2",73,"CS1",2014,0,0,,,,,,,,,,"Pipeline Natural Gas","Residual Oil","Tangentially-fired",,,,,
"AZ","APS Saguaro Power Plant",118,"CT3",8250,,2014,232,191.76,8820.49,,0.038,0.001,7516.427,0.0591,2.638,0.0589,126478.749,"Pipeline Natural Gas",,"Combustion turbine",,"Dry Low NOx Burners",,,"ARP"
"AZ","Yucca Power Plant",120,"1",74,,2014,7269,7239.44,207571.11,,0.734,0.001,145388.437,0.0592,96.328,0.0745,2446438.429,"Pipeline Natural Gas","Residual Oil","Tangentially-fired",,,,,"ARP"
"AZ","Yucca Power Plant",120,"CT5",89724,,2014,2541,2203.27,72264.37,,0.238,0.001,47197.076,0.0593,4.674,0.0199,794166.902,"Pipeline Natural Gas",,"Combustion turbine",,"Selective Catalytic Reduction",,,"ARP"
"AZ","Yucca Power Plant",120,"CT6",89725,,2014,2811,2469.67,83764.79,,0.273,0.001,54137.075,0.0593,8.192,0.0228,910975.129,"Pipeline Natural Gas",,"Combustion turbine",,"Selective Catalytic Reduction",,,"ARP"
"AZ","De Moss Petrie Generating Station",124,"GT1",76,,2014,176,140.95,5797.53,,0.146,0.0036,4973.757,0.0591,1.571,0.0469,83696.023,"Natural Gas",,"Combustion turbine",,"Dry Low NOx Burners",,,"ARP"
"AZ","Irvington Generating Station",126,"1",77,,2014,1922,1879.84,64053,,1.245,0.0036,42276.147,0.0592,63.615,0.1616,711400.361,"Natural Gas","Residual Oil","Tangentially-fired",,,,,"ARP"
"AZ","Irvington Generating Station",126,"2",78,,2014,2642,2597.39,87639.5,,1.682,0.0036,57114.943,0.0592,76.249,0.1492,961027.877,"Natural Gas","Residual Oil","Tangentially-fired",,,,,"ARP"
"AZ","Irvington Generating Station",126,"3",79,,2014,5259,5220.75,216555.99,,4.215,0.0036,142920.316,0.0592,218.839,0.171,2404918.21,"Natural Gas","Residual Oil","Tangentially-fired",,,,,"ARP"
"AZ","Irvington Generating Station",126,"4",80,,2014,7189,7148.93,560390.91,,1084.511,0.3432,488867.109,0.0812,970.475,0.305,5947922.269,"Coal","Natural Gas","Dry bottom wall-fired boiler",,"Low NOx Burner Technology w/ Overfire Air","Baghouse",,"ARP"
"TX","Oklaunion Power Station",127,"1",81,,2014,6301,6294.13,3447724.08,,3505.739,0.2028,3677305.749,0.105,6316.708,0.3517,35062043.255,"Coal",,"Dry bottom wall-fired boiler","Wet Limestone","Low NOx Burner Technology (Dry Bottom only)","Electrostatic Precipitator|Wet Scrubber",,"ARP, CAIRNOX, CAIRSO2"
"SC","Cross",130,"1",82,,2014,5519,5507.1,2511654.18,,1030.16,0.0879,2538213.668,0.1027,831.72,0.0683,24738913.929,"Coal","Residual Oil","Dry bottom wall-fired boiler","Wet Limestone","Selective Catalytic Reduction|Low NOx Burner Technology w/ Overfire Air","Electrostatic Precipitator",,"ARP, CAIRNOX, CAIROS, CAIRSO2"
