"State","Facility Name","Facility ID","Unit ID","unit_id","Associated Stacks","Year","Operating Time Count","Sum of the Operating Time","Gross Load (MWh)","Steam Load (1000 lb)","SO2 Mass (short tons)","SO2 Rate (lbs/mmBtu)","CO2 Mass (short tons)","CO2 Rate (short tons/mmBtu)","NOx Mass (short tons)","NOx Rate (lbs/mmBtu)","Heat Input (mmBtu)","Primary Fuel Type","Secondary Fuel Type","Unit Type","SO2 Controls","NOx Controls","PM Controls","Hg Controls","Program Code"
"AL","E C Gaston",26,"3",32,"CS0CBN",2022,4021,4012.75,403535.75,,171.015,0.069,264450.334,0.0615,281.624,0.122,4259851.3,"Pipeline Natural Gas","Coal","Dry bottom wall-fired boiler",,"Low NOx Burner Technology (Dry Bottom only)","Baghouse|Electrostatic Precipitator",,"ARP, CSNOX, CSOSG2, CSSO2G2"
"AL","E C Gaston",26,"4",33,"CS0CBN",2022,4129,4125.5,302382.75,,129.88,0.0762,188745.043,0.0608,189.752,0.1133,3032846.375,"Pipeline Natural Gas","Coal","Dry bottom wall-fired boiler",,"Low NOx Burner Technology (Dry Bottom only)","Electrostatic Precipitator",,"ARP, CSNOX, CSOSG2, CSSO2G2"
"AL","E C Gaston",26,"5",34,"MS5A, MS5B",2022,5426,5409.75,3010977.25,,465.073,0.0361,2894556.075,0.0872,1574.352,0.0968,32169187.15,"Coal","Pipeline Natural Gas","Tangentially-fired","Wet Limestone","Low NOx Burner Technology w/ Separated OFA|Selective Catalytic Reduction","Baghouse|Electrostatic Precipitator","Halogenated PAC Sorbent Injection|Catalyst (gold, palladium, or other) used to oxidize mercury","ARP, CSNOX, CSOSG2, CSSO2G2, MATS"
"AL","Colbert",47,"CCT1",88150,,2022,81,81,3366,,0.08,0.0071,2747.5,0.0592,9.142,0.395,46484,"Pipeline Natural Gas","Diesel Oil","Combustion turbine",,,,,"CSNOX, CSOSG2, CSSO2G2"
"AL","Colbert",47,"CCT2",88151,,2022,82,82,3329,,0.077,0.007,2744,0.0592,9.127,0.395,46411.9,"Pipeline Natural Gas","Diesel Oil","Combustion turbine",,,,,"CSNOX, CSOSG2, CSSO2G2"
"AL","Colbert",47,"CCT3",88152,,2022,82,82,3413,,0.073,0.007,2762.2,0.0592,9.188,0.3949,46733.1,"Pipeline Natural Gas","Diesel Oil","Combustion turbine",,,,,"CSNOX, CSOSG2, CSSO2G2"
"AL","Colbert",47,"CCT4",88153,,2022,57,57,2336,,0.068,0.0096,1904.6,0.0594,6.336,0.3963,32184.3,"Pipeline Natural Gas","Diesel Oil","Combustion turbine",,,,,"CSNOX, CSOSG2, CSSO2G2"
"AL","Colbert",47,"CCT5",88154,,2022,102,102,4812,,0.752,0.0352,3832.5,0.0606,12.866,0.4085,63855.1,"Pipeline Natural Gas","Diesel Oil","Combustion turbine",,,,,"CSNOX, CSOSG2, CSSO2G2"
"AL","Colbert",47,"CCT6",88155,,2022,138,138,6763,,4.205,0.0877,5663.6,0.0629,19.589,0.4335,89740.9,"Pipeline Natural Gas","Diesel Oil","Combustion turbine",,,,,"CSNOX, CSOSG2, CSSO2G2"
"AL","Colbert",47,"CCT7",88156,,2022,151,151,7234,,0.817,0.0274,6006.1,0.0601,20.101,0.4046,100635.4,"Pipeline Natural Gas","Diesel Oil","Combustion turbine",,,,,"CSNOX, CSOSG2, CSSO2G2"
"AL","Colbert",47,"CCT8",88157,,2022,154,154,7693,,0.086,0.0074,6092.1,0.0594,20.251,0.3951,103191,"Pipeline Natural Gas","Diesel Oil","Combustion turbine",,,,,"CSNOX, CSOSG2, CSSO2G2"
"KY","Smith Generating Facility",54,"SCT1",50,,2022,1331,1150.05,107771.8,,0.74,0.0014,86747.099,0.0594,41.613,0.065,1449229.253,"Pipeline Natural Gas","Residual Oil","Combustion turbine",,"Water Injection",,,"ARP, CSNOX, CSOSG3, CSSO2G1"
"KY","Smith Generating Facility",54,"SCT10",90542,,2022,1608,1448.24,102724.04,,0.285,0.001,56374.741,0.0591,5.692,0.0143,948604.966,"Pipeline Natural Gas",,"Combustion turbine",,"Water Injection|Selective Catalytic Reduction",,,"ARP, CSNOX, CSOSG3, CSSO2G1"
"KY","Smith Generating Facility",54,"SCT2",51,,2022,1162,1019.68,98134.09,,0.686,0.0014,78624.625,0.0595,44.642,0.0738,1312893.792,"Pipeline Natural Gas","Residual Oil","Combustion turbine",,"Water Injection",,,"ARP, CSNOX, CSOSG3, CSSO2G1"
"KY","Smith Generating Facility",54,"SCT3",52,,2022,1071,932.64,88143.57,,0.551,0.0014,70315.324,0.0595,36.363,0.0688,1176328.527,"Pipeline Natural Gas","Residual Oil","Combustion turbine",,"Water Injection",,,"ARP, CSNOX, CSOSG3, CSSO2G1"
"KY","Smith Generating Facility",54,"SCT4",9271,,2022,1322,1160.48,68842.11,,0.509,0.0014,56733.97,0.0595,14.818,0.0386,946865.861,"Pipeline Natural Gas","Residual Oil","Combustion turbine",,"Dry Low NOx Burners|Water Injection",,,"ARP, CSNOX, CSOSG3, CSSO2G1"
"KY","Smith Generating Facility",54,"SCT5",9272,,2022,1312,1161.06,68814.71,,0.495,0.0014,54241.485,0.0595,13.399,0.0358,905002.666,"Pipeline Natural Gas","Residual Oil","Combustion turbine",,"Dry Low NOx Burners|Water Injection",,,"ARP, CSNOX, CSOSG3, CSSO2G1"
"KY","Smith Generating Facility",54,"SCT6",89572,,2022,1330,1175.86,70440.36,,0.499,0.0014,55705.603,0.0595,15.489,0.0403,929697.17,"Pipeline Natural Gas","Residual Oil","Combustion turbine",,"Dry Low NOx Burners|Water Injection",,,"ARP, CSNOX, CSOSG3, CSSO2G1"
"KY","Smith Generating Facility",54,"SCT7",89573,,2022,1277,1130.32,68385.91,,0.5,0.0015,54264.43,0.0596,14.127,0.0385,905226.632,"Pipeline Natural Gas","Residual Oil","Combustion turbine",,"Dry Low NOx Burners|Water Injection",,,"ARP, CSNOX, CSOSG3, CSSO2G1"
"KY","Smith Generating Facility",54,"SCT9",90541,,2022,628,551.38,38382.85,,0.106,0.001,20959.595,0.0591,1.738,0.0137,352691.804,"Pipeline Natural Gas",,"Combustion turbine",,"Water Injection|Selective Catalytic Reduction",,,"ARP, CSNOX, CSOSG3, CSSO2G1"
"NE","Platte",59,"1",56,,2022,6225,6209.69,492679.3,,451.58,0.1554,602654.142,0.105,533.852,0.1822,5746158.28,"Coal","Diesel Oil","Tangentially-fired","Dry Lime FGD","Low NOx Burner Technology w/ Closed-coupled/Separated OFA","Baghouse|Electrostatic Precipitator","Halogenated PAC Sorbent Injection","ARP, CSNOX, CSSO2G2, MATS"
"NE","Gerald Whelan Energy Center",60,"1",57,,2022,7731,7726.39,482313.88,,2051.124,0.8355,511217.771,0.105,470.062,0.1874,4874301.134,"Coal",,"Tangentially-fired",,"Overfire Air","Electrostatic Precipitator",,"ARP, CSNOX, CSSO2G2, MATS"
"NE","Gerald Whelan Energy Center",60,"2",90669,,2022,6416,6405.6,1249944.79,,619.253,0.1284,1190164.244,0.105,487.708,0.0862,11347894.449,"Coal",,"Dry bottom wall-fired boiler","Dry Lime FGD","Selective Catalytic Reduction",,,"ARP, CSNOX, CSSO2G2, MATS"
"KS","Holcomb",108,"SGU1",60,,2022,7165,7153.31,1823357.32,,1254.004,0.1466,1824554.357,0.105,1701.233,0.188,17396628.966,"Coal",,"Dry bottom wall-fired boiler","Dry Lime FGD","Low NOx Burner Technology (Dry Bottom only)","Baghouse","Halogenated PAC Sorbent Injection","ARP, CSNOX, CSOSG2, CSSO2G2, MATS"
"AZ","Cholla",113,"1",62,,2022,7005,6990.78,740756.23,,346.677,0.0793,874200.47,0.103,766.089,0.1788,8520489.354,"Coal",,"Tangentially-fired","Wet Lime FGD","Low NOx Burner Technology w/ Separated OFA","Baghouse",,"ARP, MATS"
"AZ","Cholla",113,"3",64,,2022,7193,7189.22,1819171.86,,811.58,0.078,2083043.145,0.103,1815.667,0.1756,20302601.394,"Coal",,"Tangentially-fired","Wet Lime FGD","Low NOx Burner Technology w/ Closed-coupled/Separated OFA","Baghouse",,"ARP, MATS"
"AZ","Ocotillo Power Plant",116,"GT3",91277,,2022,2568,2246.14,177441.17,,0.494,0.001,97933.816,0.059,7,0.0139,1647927.484,"Pipeline Natural Gas",,"Combustion turbine",,"Water Injection|Selective Catalytic Reduction",,,"ARP"
"AZ","Ocotillo Power Plant",116,"GT4",91278,,2022,2213,1915.27,153918.09,,0.43,0.001,85234.503,0.0591,5.903,0.0145,1434223.195,"Pipeline Natural Gas",,"Combustion turbine",,"Water Injection|Selective Catalytic Reduction",,,"ARP"
"AZ","Ocotillo Power Plant",116,"GT5",91279,,2022,2711,2359.63,191609.68,,0.527,0.001,104389.824,0.0591,7.228,0.0138,1756586.091,"Pipeline Natural Gas",,"Combustion turbine",,"Water Injection|Selective Catalytic Reduction",,,"ARP"
"AZ","Ocotillo Power Plant",116,"GT6",91280,,2022,2228,1915.04,155106.03,,0.431,0.001,85370.743,0.0591,6.491,0.0161,1436540.587,"Pipeline Natural Gas",,"Combustion turbine",,"Water Injection|Selective Catalytic Reduction",,,"ARP"
"AZ","Ocotillo Power Plant",116,"GT7",91281,,2022,1502,1240.46,92697.7,,0.263,0.001,52114.62,0.0589,3.659,0.0166,876919.194,"Pipeline Natural Gas",,"Combustion turbine",,"Water Injection|Selective Catalytic Reduction",,,"ARP"
"AZ","APS West Phoenix Power Plant",117,"CC4",70,,2022,3190,3148.35,266125.83,,0.642,0.001,127168.531,0.059,34.88,0.0345,2139870.262,"Pipeline Natural Gas",,"Combined cycle",,"Dry Low NOx Burners",,,"ARP"
"AZ","APS West Phoenix Power Plant",117,"CC5A",71,,2022,3819,3741.33,711369.06,,1.568,0.001,310497.801,0.059,36.932,0.0169,5224742.46,"Pipeline Natural Gas",,"Combined cycle",,"Dry Low NOx Burners|Selective Catalytic Reduction",,,"ARP"
"AZ","APS West Phoenix Power Plant",117,"CC5B",88097,,2022,4947,4870.5,915491.03,,2.095,0.001,415056.076,0.059,47.98,0.0161,6984112.23,"Pipeline Natural Gas",,"Combined cycle",,"Dry Low NOx Burners|Selective Catalytic Reduction",,,"ARP"
"AZ","APS Saguaro Power Plant",118,"CT3",8250,,2022,1468,1219.1,61337.17,,0.245,0.001,48566.539,0.0582,14.916,0.0482,817222.258,"Pipeline Natural Gas",,"Combustion turbine",,"Dry Low NOx Burners",,,"ARP"
"AZ","Yucca Power Plant",120,"1",74,,2022,3590,3570.68,112618.7,,0.403,0.001,79780.679,0.0592,69.247,0.0951,1342415.267,"Pipeline Natural Gas","Residual Oil","Tangentially-fired",,,,,"ARP"
"AZ","Yucca Power Plant",120,"CT5",89724,,2022,2785,2321.65,79312.67,,0.244,0.001,48387.406,0.0593,3.867,0.0222,814169.626,"Pipeline Natural Gas",,"Combustion turbine",,"Selective Catalytic Reduction",,,"ARP"
"AZ","Yucca Power Plant",120,"CT6",89725,,2022,2776,2329.15,82681.14,,0.253,0.001,50052.9,0.0593,4.689,0.0214,842238.943,"Pipeline Natural Gas",,"Combustion turbine",,"Selective Catalytic Reduction",,,"ARP"
"AZ","De Moss Petrie Generating Station",124,"GT1",76,,2022,36,25.02,972.1,,0.024,0.0036,802.621,0.0592,0.311,0.0654,13505.707,"Natural Gas",,"Combustion turbine",,"Dry Low NOx Burners",,,"ARP"
"AZ","Irvington Generating Station",126,"3",79,,2022,4786,4741.51,175146.98,,3.432,0.0036,116553.944,0.0592,152.517,0.1465,1961282.351,"Natural Gas","Residual Oil","Tangentially-fired",,,,,"ARP"
"AZ","Irvington Generating Station",126,"4",80,,2022,6694,6671.85,418857.96,,7.774,0.0036,263980.893,0.0591,326.931,0.1509,4442011.848,"Natural Gas","Other Gas","Dry bottom wall-fired boiler",,"Low NOx Burner Technology w/ Overfire Air",,,"ARP"
"SC","Cross",130,"1",82,,2022,3021,3002.76,1000408.43,,545.84,0.0944,1075923.552,0.1028,430.64,0.0811,10486610.14,"Coal","Residual Oil","Dry bottom wall-fired boiler","Wet Limestone","Selective Catalytic Reduction|Low NOx Burner Technology w/ Overfire Air","Electrostatic Precipitator",,"ARP, CSNOX, CSSO2G2, MATS, SIPNOX"
"SC","Cross",130,"2",83,,2022,292,285.47,52245.35,,59.104,0.1347,64986.181,0.1029,25.242,0.0725,633390.82,"Coal","Residual Oil","Tangentially-fired","Wet Limestone","Selective Catalytic Reduction|Low NOx Burner Technology w/ Closed-coupled OFA","Electrostatic Precipitator",,"ARP, CSNOX, CSSO2G2, MATS, SIPNOX"
"SC","Cross",130,"3",89490,,2022,8185,8173.74,3711711.08,,1273.906,0.0656,3663378.145,0.103,1237.085,0.0694,35705457.384,"Coal","Diesel Oil","Tangentially-fired","Wet Limestone","Low NOx Burner Technology w/ Closed-coupled/Separated OFA|Selective Catalytic Reduction","Electrostatic Precipitator",,"ARP, CSNOX, CSSO2G2, MATS, SIPNOX"
"SC","Cross",130,"4",89491,,2022,7608,7593.54,3540004.16,,1025.366,0.0532,3607316.739,0.103,1209.119,0.0693,35159067.173,"Coal","Diesel Oil","Tangentially-fired","Wet Limestone","Low NOx Burner Technology w/ Closed-coupled/Separated OFA|Selective Catalytic Reduction","Electrostatic Precipitator",,"ARP, CSNOX, CSSO2G2, MATS, SIPNOX"
"FL","Seminole (136)",136,"1",84,,2022,6805,6768.1,2892195.96,,2207.313,0.1456,2921321.29,0.103,899.243,0.0663,28472964.784,"Coal","Diesel Oil","Dry bottom wall-fired boiler","Wet Limestone","Selective Catalytic Reduction|Low NOx Burner Technology w/ Overfire Air","Electrostatic Precipitator",,"ARP, MATS"
"FL","Seminole (136)",136,"2",85,,2022,7237,7216.28,3664525.07,,2734.811,0.1531,3433054.55,0.103,1025.187,0.0628,33460599.563,"Coal","Diesel Oil","Dry bottom wall-fired boiler","Wet Limestone","Selective Catalytic Reduction|Low NOx Burner Technology w/ Overfire Air","Electrostatic Precipitator",,"ARP, MATS"
"AZ","Agua Fria Generating Station",141,"1",86,,2022,1069,991.23,44560.34,,0.143,0.001,28385.777,0.0598,54.432,0.1756,477641.043,"Pipeline Natural Gas",,"Dry bottom wall-fired boiler",,,,,"ARP"
"AZ","Agua Fria Generating Station",141,"2",87,,2022,905,842.75,35484.04,,0.115,0.001,22762.198,0.0598,41.369,0.1689,383025.651,"Pipeline Natural Gas",,"Dry bottom wall-fired boiler",,,,,"ARP"
"AZ","Agua Fria Generating Station",141,"3",88,,2022,947,874.74,54664.6,,0.175,0.001,34687.027,0.0592,104.519,0.2313,583694.275,"Pipeline Natural Gas",,"Dry bottom turbo-fired boiler",,,,,"ARP"
"AZ","Agua Fria Generating Station",141,"7",91419,,2022,98,69.18,2721.64,,0.008,0.001,1499.836,0.0593,1.199,0.1715,25238.418,"Pipeline Natural Gas",,"Combustion turbine (Started Jul 20, 2022)",,"Water Injection|Selective Catalytic Reduction",,,"ARP"
"AZ","Agua Fria Generating Station",141,"8",91420,,2022,80,59.09,2394.22,,0.007,0.001,1293.838,0.0592,0.557,0.065,21775.402,"Pipeline Natural Gas",,"Combustion turbine (Started Aug 04, 2022)",,"Water Injection|Selective Catalytic Reduction",,,"ARP"
"AZ","Kyrene Generating Station",147,"K-7",91,,2022,6137,6027.42,1282595.11,,2.65,0.001,524872.823,0.059,42.829,0.0138,8832022.023,"Pipeline Natural Gas",,"Combined cycle",,"Dry Low NOx Burners|Selective Catalytic Reduction",,,"ARP"
"AZ","Apache Station",160,"1",92,,2022,1465,1455.06,40381.13,,0.145,0.001,28684.077,0.0593,8.894,0.0378,482688.752,"Pipeline Natural Gas",,"Dry bottom wall-fired boiler",,,,,"ARP"
"AZ","Apache Station",160,"2",93,,2022,6120,6116.91,695505.14,,1.982,0.001,391878.952,0.059,212.528,0.0626,6610706.318,"Pipeline Natural Gas",,"Dry bottom turbo-fired boiler","Wet Lime FGD","Overfire Air","Electrostatic Precipitator|Wet Scrubber",,"ARP, MATS"
"AZ","Apache Station",160,"3",94,,2022,7659,7640.96,1349027.05,,290.277,0.0393,1402163.646,0.0976,1524.79,0.2104,14300371.591,"Coal","Pipeline Natural Gas","Dry bottom turbo-fired boiler","Wet Lime FGD","Overfire Air","Electrostatic Precipitator|Wet Scrubber",,"ARP, MATS"
"AZ","Apache Station",160,"4",88320,,2022,2195,1972.86,59673.08,,0.196,0.001,38795.558,0.0593,7.665,0.0348,652808.881,"Pipeline Natural Gas",,"Combustion turbine",,"Water Injection|Selective Catalytic Reduction",,,"ARP"
"OK","Grand River Dam Authority",165,"1",95,,2022,0,0,,,,,,,,,,"Coal","Diesel Oil, Pipeline Natural Gas","Dry bottom wall-fired boiler",,"Overfire Air","Electrostatic Precipitator",,
"OK","Grand River Dam Authority",165,"2",96,,2022,5279,5254.22,1511178.47,,1403.906,0.2031,1804932.067,0.1007,1328.25,0.1423,17352239.982,"Coal","Diesel Oil, Pipeline Natural Gas","Dry bottom wall-fired boiler","Dry Lime FGD","Low NOx Burner Technology w/ Overfire Air","Baghouse","Untreated PAC Sorbent Injection","ARP, CSOSG2, MATS"
"OK","Grand River Dam Authority",165,"3",91186,,2022,4976,4936.5,1752947.59,,3.415,0.001,676456.691,0.059,148.778,0.0279,11382657.499,"Pipeline Natural Gas",,"Combined cycle",,"Selective Catalytic Reduction",,,"ARP, CSOSG2, NSPS4T"
"AR","Lake Catherine",170,"4",107,,2022,1417,1394.78,221139.44,,0.732,0.001,145032.775,0.059,281.022,0.1933,2440465.11,"Pipeline Natural Gas",,"Dry bottom wall-fired boiler",,,,,"ARP, CSOSG2"
"AR","Thomas Fitzhugh",201,"2",88375,,2022,3925,3895.37,489399.68,,6.653,0.0039,251638.227,0.0592,159.096,0.0758,4219094.044,"Pipeline Natural Gas","Diesel Oil","Combined cycle",,"Dry Low NOx Burners|Water Injection",,,"ARP, CSOSG2"
"AR","Carl Bailey",202,"01",111,,2022,0,0,,,,,,,,,,"Pipeline Natural Gas","Residual Oil","Dry bottom wall-fired boiler",,,,,"ARP, CSOSG2"
"AR","McClellan",203,"01",112,,2022,1094,1074.37,,350185.94,83.398,0.2917,31192.069,0.0602,82.244,0.2694,519286.518,"Pipeline Natural Gas","Residual Oil","Dry bottom wall-fired boiler",,,,,"ARP, CSOSG2"
"CA","Moss Landing Power Plant",260,"1A",149,,2022,6644,6367.58,1469019.92,,3.144,0.001,590666.694,0.0667,47.195,0.0138,10479340.149,"Pipeline Natural Gas",,"Combined cycle",,"Dry Low NOx Burners|Selective Catalytic Reduction",,,"ARP"
"CA","Moss Landing Power Plant",260,"2A",152,,2022,5966,5658.73,1324361.32,,2.809,0.001,527592.014,0.0708,45.449,0.0155,9363214.786,"Pipeline Natural Gas",,"Combined cycle",,"Dry Low NOx Burners|Selective Catalytic Reduction",,,"ARP"
"CA","Moss Landing Power Plant",260,"3A",150,,2022,5768,5442.4,1251840.82,,2.695,0.001,506135.198,0.0649,43.632,0.0164,8983550.686,"Pipeline Natural Gas",,"Combined cycle",,"Dry Low NOx Burners|Selective Catalytic Reduction",,,"ARP"
"CA","Moss Landing Power Plant",260,"4A",153,,2022,5456,5119.89,1170362.85,,2.492,0.001,467948.152,0.0677,42.579,0.0167,8306560.924,"Pipeline Natural Gas",,"Combined cycle",,"Dry Low NOx Burners|Selective Catalytic Reduction",,,"ARP"
"TX","Limestone",298,"LIM1",176,,2022,5582,5571.83,3490340.65,,2866.492,0.1564,3790287.101,0.104,3152.455,0.1683,36162653.206,"Coal",,"Tangentially-fired","Wet Limestone","Overfire Air","Electrostatic Precipitator","Halogenated PAC Sorbent Injection","ARP, CSOSG2, MATS, TXSO2"
"TX","Limestone",298,"LIM2",177,,2022,7564,7552.85,4470426.98,,3470.504,0.1605,4663517.817,0.1039,3916.897,0.1748,44488573.276,"Coal",,"Tangentially-fired","Wet Limestone","Overfire Air","Electrostatic Precipitator","Halogenated PAC Sorbent Injection","ARP, CSOSG2, MATS, TXSO2"
"CA","Cabrillo Power I Encina Power Station",302,"10",91208,,2022,1685,1264.99,89789.6,,0.259,0.001,51209.667,0.0591,3.149,0.0162,861672.396,"Pipeline Natural Gas",,"Combustion turbine",,"Water Injection|Selective Catalytic Reduction",,,"ARP"
