"State","Facility Name","Facility ID","Unit ID","unit_id","Associated Stacks","Year","Operating Time Count","Sum of the Operating Time","Gross Load (MWh)","Steam Load (1000 lb)","SO2 Mass (short tons)","SO2 Rate (lbs/mmBtu)","CO2 Mass (short tons)","CO2 Rate (short tons/mmBtu)","NOx Mass (short tons)","NOx Rate (lbs/mmBtu)","Heat Input (mmBtu)","Primary Fuel Type","Secondary Fuel Type","Unit Type","SO2 Controls","NOx Controls","PM Controls","Hg Controls","Program Code"
"PA","Fairless Energy Center",55298,"2A",88254,,2012,7601,7583.35,2082478.3,,4.31,0.001,853802.683,0.059,54.654,0.008,14366787.432,"Pipeline Natural Gas",,"Combined cycle",,"Dry Low NOx Burners|Selective Catalytic Reduction",,,"ARP, CAIRNOX, CAIROS, CAIRSO2"
"PA","Fairless Energy Center",55298,"2B",88255,,2012,7735,7721.94,2110402.31,,4.443,0.001,880026.232,0.059,53.329,0.0075,14808160.53,"Pipeline Natural Gas",,"Combined cycle",,"Dry Low NOx Burners|Selective Catalytic Reduction",,,"ARP, CAIRNOX, CAIROS, CAIRSO2"
"TX","Channel Energy Center",55299,"CTG1",4477,,2012,7622,7548.81,1969003.72,,9.866,0.002,598718.641,0.059,58.877,0.0119,10074599.07,"Other Gas",,"Combined cycle",,"Selective Catalytic Reduction",,,"ARP, CAIRNOX, CAIRSO2"
"TX","Channel Energy Center",55299,"CTG2",4478,,2012,6300,6177.24,1138341.06,,8.205,0.002,588778.767,0.059,62.457,0.0134,9907316.861,"Other Gas",,"Combined cycle",,"Selective Catalytic Reduction",,,"ARP, CAIRNOX, CAIRSO2"
"GA","Baconton Power",55304,"CT1",4484,,2012,1363,1168.04,52878.59,,0.154,0.001,30504.076,0.0593,24.373,0.1056,512756.195,"Pipeline Natural Gas","Diesel Oil","Combustion turbine",,"Water Injection",,,"ARP, CAIRNOX, CAIRSO2"
"GA","Baconton Power",55304,"CT4",4485,,2012,1148,993.6,45107.27,,0.132,0.001,26225.71,0.0593,19.641,0.098,440744.54,"Pipeline Natural Gas","Diesel Oil","Combustion turbine",,"Water Injection",,,"ARP, CAIRNOX, CAIRSO2"
"GA","Baconton Power",55304,"CT5",4486,,2012,1329,1138.29,52050.42,,0.155,0.001,30617.57,0.0592,24.307,0.1014,515186.558,"Pipeline Natural Gas","Diesel Oil","Combustion turbine",,"Water Injection",,,"ARP, CAIRNOX, CAIRSO2"
"GA","Baconton Power",55304,"CT6",4487,,2012,1297,1116.18,49337.49,,0.147,0.001,29050.47,0.0592,23.681,0.1055,488792.246,"Pipeline Natural Gas","Diesel Oil","Combustion turbine",,"Water Injection",,,"ARP, CAIRNOX, CAIRSO2"
"AZ","Gila River Power Station",55306,"1CTGA",8508,,2012,1577,1444.9,293550.26,,0.608,0.001,120489.346,0.059,17.578,0.043,2027484.169,"Pipeline Natural Gas",,"Combined cycle",,"Dry Low NOx Burners|Selective Catalytic Reduction",,,"ARP"
"AZ","Gila River Power Station",55306,"1CTGB",8510,,2012,1954,1798.4,367235.36,,0.757,0.001,150018.906,0.059,19.752,0.0384,2524344.226,"Pipeline Natural Gas",,"Combined cycle",,"Dry Low NOx Burners|Selective Catalytic Reduction",,,"ARP"
"AZ","Gila River Power Station",55306,"2CTGA",8512,,2012,1493,1371.09,270917.84,,0.56,0.001,110830.44,0.059,14.952,0.0386,1864924.586,"Pipeline Natural Gas",,"Combined cycle",,"Dry Low NOx Burners|Selective Catalytic Reduction",,,"ARP"
"AZ","Gila River Power Station",55306,"2CTGB",8514,,2012,2210,2034.99,403231.16,,0.838,0.001,165931.205,0.059,20.093,0.0335,2792120.458,"Pipeline Natural Gas",,"Combined cycle",,"Dry Low NOx Burners|Selective Catalytic Reduction",,,"ARP"
"AZ","Gila River Power Station",55306,"3CTGA",8516,,2012,4115,3871.79,891553.17,,1.801,0.001,356824.912,0.059,36.852,0.0292,6004215.258,"Pipeline Natural Gas",,"Combined cycle",,"Dry Low NOx Burners|Selective Catalytic Reduction",,,"ARP"
"AZ","Gila River Power Station",55306,"3CTGB",8518,,2012,4003,3863.5,902356.13,,1.815,0.001,359539.489,0.059,27.591,0.0176,6049903.93,"Pipeline Natural Gas",,"Combined cycle",,"Dry Low NOx Burners|Selective Catalytic Reduction",,,"ARP"
"AZ","Gila River Power Station",55306,"4CTGA",8520,,2012,5576,5485.82,1232369.99,,2.565,0.001,508074.257,0.059,44.552,0.0159,8549318.346,"Pipeline Natural Gas",,"Combined cycle",,"Dry Low NOx Burners|Selective Catalytic Reduction",,,"ARP"
